kodi_projekti,viti_fiskal,vlera_planifikuar_fillestare,vlera_miratuar_aktuale,perfshin_tvsh,vlera_disbursuar,data_miratimit_buxhetit,data_rishikimit_fundit
PRJ-009038,2024,19896926.18,19896926.18,True,,2024-10-10 00:00:00,
PRJ-009039,2023,29096667.54,29096667.54,True,,2023-01-27 00:00:00,
PRJ-009040,2026,5033570.97,5033570.97,True,,2026-09-18 00:00:00,
PRJ-009041,2023,5234477.43,5234477.43,True,,2023-11-05 00:00:00,
PRJ-009042,2023,15144720.04,15144720.04,True,,2023-05-10 00:00:00,
PRJ-009043,2023,9079666.67,9079666.67,True,,2023-12-13 00:00:00,
PRJ-009044,2026,2261113.65,2261113.65,True,,2026-08-12 00:00:00,
PRJ-009045,2026,22732686.66,22732686.66,True,,2026-01-08 00:00:00,
PRJ-009046,2023,15023787.24,15023787.24,True,,2023-08-02 00:00:00,
PRJ-009047,2023,24975998.06,24975998.06,True,,2023-02-04 00:00:00,
PRJ-009048,2025,28871736.1,28871736.1,True,,2025-07-20 00:00:00,
PRJ-009049,2026,5032206.21,5032206.21,True,,2026-02-12 00:00:00,
PRJ-009050,2026,12014797.68,12014797.68,True,,2026-01-09 00:00:00,
PRJ-009051,2026,4746851.81,4746851.81,True,,2026-07-12 00:00:00,
PRJ-009052,2025,21638437.31,21638437.31,True,,2025-11-23 00:00:00,
PRJ-009053,2023,7609407.67,7609407.67,True,,2023-01-16 00:00:00,
PRJ-009054,2026,1200006.38,1200006.38,True,,2026-08-18 00:00:00,
PRJ-009055,2026,3929401.7,3929401.7,True,,2026-06-18 00:00:00,
PRJ-009056,2026,28234828.21,28234828.21,True,,2026-02-15 00:00:00,
PRJ-009057,2026,10432024.46,10432024.46,True,,2026-04-05 00:00:00,
PRJ-009058,2024,5682345.43,5682345.43,True,,2024-11-12 00:00:00,
PRJ-009059,2025,21583939.02,21583939.02,True,,2025-06-06 00:00:00,
PRJ-009060,2025,26706864.25,26706864.25,True,,2025-05-09 00:00:00,
PRJ-009061,2024,25789785.15,25789785.15,True,,2024-12-27 00:00:00,
PRJ-009062,2025,19439596.72,19439596.72,True,,2025-08-20 00:00:00,
PRJ-009063,2024,15489937.44,15489937.44,True,,2024-05-26 00:00:00,
PRJ-009064,2026,9391957.96,9391957.96,True,,2026-01-20 00:00:00,
PRJ-009065,2025,28085450.06,28085450.06,True,,2025-01-25 00:00:00,
PRJ-009066,2026,25084577.45,25084577.45,True,,2026-04-11 00:00:00,
PRJ-009067,2025,5451633.86,5451633.86,True,,2025-01-18 00:00:00,
PRJ-009068,2023,29499414.27,29499414.27,True,,2023-08-02 00:00:00,
PRJ-009069,2025,3797641.37,3797641.37,True,,2025-06-25 00:00:00,
PRJ-009070,2026,15593132.35,15593132.35,True,,2026-02-12 00:00:00,
PRJ-009071,2026,22417188.0,22417188.0,True,,2026-01-18 00:00:00,
PRJ-009072,2023,6651322.11,6651322.11,True,,2023-08-04 00:00:00,
PRJ-009073,2024,18770861.34,18770861.34,True,,2024-04-06 00:00:00,
PRJ-009074,2024,22400658.06,22400658.06,True,,2024-09-05 00:00:00,
PRJ-009075,2026,12517092.95,12517092.95,True,,2026-05-19 00:00:00,
PRJ-009076,2025,29857420.17,29857420.17,True,,2025-06-15 00:00:00,
PRJ-009077,2025,4947605.76,4947605.76,True,,2025-10-05 00:00:00,
PRJ-009078,2026,18946591.57,18946591.57,True,,2026-07-20 00:00:00,
PRJ-009079,2023,11744836.24,11744836.24,True,,2023-04-26 00:00:00,
PRJ-009080,2023,4460885.92,4460885.92,True,,2023-11-23 00:00:00,
PRJ-009081,2026,29924123.36,29924123.36,True,,2026-01-14 00:00:00,
PRJ-009082,2023,28739866.05,28739866.05,True,,2023-07-17 00:00:00,
PRJ-009083,2024,21465236.96,21465236.96,True,,2024-11-23 00:00:00,
PRJ-009084,2025,1911328.56,1911328.56,True,,2025-09-13 00:00:00,
PRJ-009085,2023,25365747.12,25365747.12,True,,2023-03-01 00:00:00,
PRJ-009086,2024,26182495.65,26182495.65,True,,2024-02-06 00:00:00,
PRJ-009087,2023,4352613.1,4352613.1,True,,2023-10-14 00:00:00,
PRJ-009088,2026,1985482.6,1985482.6,True,,2026-07-03 00:00:00,
PRJ-009089,2024,25168491.89,25168491.89,True,,2024-08-09 00:00:00,
PRJ-009090,2023,23957455.14,23957455.14,True,,2023-02-17 00:00:00,
PRJ-009091,2026,23732454.16,23732454.16,True,,2026-01-11 00:00:00,
PRJ-009092,2026,23187475.3,23187475.3,True,,2026-05-23 00:00:00,
PRJ-009093,2024,26670423.95,26670423.95,True,,2024-11-25 00:00:00,
PRJ-009094,2026,27304519.03,27304519.03,True,,2026-01-09 00:00:00,
PRJ-009095,2023,7356798.86,7356798.86,True,,2023-05-18 00:00:00,
PRJ-009096,2024,11105805.64,11105805.64,True,,2024-02-26 00:00:00,
PRJ-009097,2024,21625221.01,21625221.01,True,,2024-07-03 00:00:00,
PRJ-009098,2026,15312527.53,15312527.53,True,,2026-03-21 00:00:00,
PRJ-009099,2024,3197343.02,3197343.02,True,,2024-11-05 00:00:00,
PRJ-009100,2026,8983447.83,8983447.83,True,,2026-07-19 00:00:00,
PRJ-009101,2026,1147544.84,1147544.84,True,,2026-01-16 00:00:00,
PRJ-009102,2025,29048980.73,29048980.73,True,,2025-01-25 00:00:00,
PRJ-009103,2025,5147336.46,5147336.46,True,,2025-06-23 00:00:00,
PRJ-009104,2026,7521835.51,7521835.51,True,,2026-04-01 00:00:00,
PRJ-009105,2026,14601823.01,14601823.01,True,,2026-07-19 00:00:00,
PRJ-009106,2026,28535833.82,28535833.82,True,,2026-08-21 00:00:00,
PRJ-009107,2023,13306757.42,13306757.42,True,,2023-12-20 00:00:00,
PRJ-009108,2026,5774159.5,5774159.5,True,,2026-03-06 00:00:00,
PRJ-009109,2024,22235508.95,22235508.95,True,,2024-06-21 00:00:00,
PRJ-009110,2025,13453286.95,13453286.95,True,,2025-02-02 00:00:00,
PRJ-009111,2023,27094634.02,27094634.02,True,,2023-04-05 00:00:00,
PRJ-009112,2024,21252394.71,21252394.71,True,,2024-09-03 00:00:00,
PRJ-009113,2024,5973609.51,5973609.51,True,,2024-04-25 00:00:00,
PRJ-009114,2024,26893347.98,26893347.98,True,,2024-08-27 00:00:00,
PRJ-009115,2024,17256977.65,17256977.65,True,,2024-11-13 00:00:00,
PRJ-009116,2025,22402536.27,22402536.27,True,,2025-08-13 00:00:00,
PRJ-009117,2024,2614990.82,2614990.82,True,,2024-09-17 00:00:00,
PRJ-009118,2025,3110379.62,3110379.62,True,,2025-07-26 00:00:00,
PRJ-009119,2025,19644041.46,19644041.46,True,,2025-07-09 00:00:00,
PRJ-009120,2024,17206188.15,17206188.15,True,,2024-06-18 00:00:00,
PRJ-009121,2026,27715083.11,27715083.11,True,,2026-06-03 00:00:00,
PRJ-009122,2025,26424131.74,26424131.74,True,,2025-05-09 00:00:00,
PRJ-009123,2024,5986946.81,5986946.81,True,,2024-07-01 00:00:00,
PRJ-009124,2025,18607084.09,18607084.09,True,,2025-12-11 00:00:00,
PRJ-009125,2026,26256337.17,26256337.17,True,,2026-09-11 00:00:00,
PRJ-009126,2026,1797168.58,1797168.58,True,,2026-02-15 00:00:00,
PRJ-009127,2025,25644105.3,25644105.3,True,,2025-12-21 00:00:00,
PRJ-009128,2026,19389336.51,19389336.51,True,,2026-05-05 00:00:00,
PRJ-009129,2023,5516446.42,5516446.42,True,,2023-08-20 00:00:00,
PRJ-009130,2025,25205586.27,25205586.27,True,,2025-10-07 00:00:00,
PRJ-009131,2024,12129276.93,12129276.93,True,,2024-03-16 00:00:00,
PRJ-009132,2024,1007890.68,1007890.68,True,,2024-11-23 00:00:00,
PRJ-009133,2025,8402731.15,8402731.15,True,,2025-12-16 00:00:00,
PRJ-009134,2023,9810600.16,9810600.16,True,,2023-11-01 00:00:00,
PRJ-009135,2025,19033392.66,19033392.66,True,,2025-06-25 00:00:00,
PRJ-009136,2026,8840816.67,8840816.67,True,,2026-03-09 00:00:00,
PRJ-009137,2025,8173933.43,8173933.43,True,,2025-02-15 00:00:00,
PRJ-009138,2025,23587922.86,23587922.86,True,,2025-07-06 00:00:00,
PRJ-009139,2026,741735.0,741735.0,True,,2026-06-21 00:00:00,
PRJ-009140,2024,28556991.77,28556991.77,True,,2024-07-23 00:00:00,
PRJ-009141,2024,29722198.08,29722198.08,True,,2024-10-12 00:00:00,
PRJ-009142,2026,12453112.42,12453112.42,True,,2026-05-18 00:00:00,
PRJ-009143,2025,7582552.25,7582552.25,True,,2025-10-05 00:00:00,
PRJ-009144,2026,24951701.69,24951701.69,True,,2026-02-22 00:00:00,
PRJ-009145,2024,1869190.34,1869190.34,True,,2024-04-15 00:00:00,
PRJ-009146,2023,29783644.55,29783644.55,True,,2023-03-18 00:00:00,
PRJ-009147,2026,21707681.9,21707681.9,True,,2026-08-07 00:00:00,
PRJ-009148,2024,3326662.83,3326662.83,True,,2024-06-07 00:00:00,
PRJ-009149,2025,29927039.35,29927039.35,True,,2025-08-09 00:00:00,
PRJ-009150,2025,11013392.61,11013392.61,True,,2025-02-08 00:00:00,
PRJ-009151,2023,19915081.23,19915081.23,True,,2023-10-05 00:00:00,
PRJ-009152,2025,19314499.76,19314499.76,True,,2025-03-18 00:00:00,
PRJ-009153,2024,11666813.4,11666813.4,True,,2024-08-08 00:00:00,
PRJ-009154,2023,22137917.47,22137917.47,True,,2023-04-20 00:00:00,
PRJ-009155,2023,970342.99,970342.99,True,,2023-06-17 00:00:00,
PRJ-009156,2023,23172087.4,23172087.4,True,,2023-07-14 00:00:00,
PRJ-009157,2026,19684556.88,19684556.88,True,,2026-05-08 00:00:00,
PRJ-009158,2026,18410060.15,18410060.15,True,,2026-09-18 00:00:00,
PRJ-009159,2026,5785499.2,5785499.2,True,,2026-05-20 00:00:00,
PRJ-009160,2026,2354646.84,2354646.84,True,,2026-07-06 00:00:00,
PRJ-009161,2023,7909419.86,7909419.86,True,,2023-10-10 00:00:00,
PRJ-009162,2026,20475644.44,20475644.44,True,,2026-09-01 00:00:00,
PRJ-009163,2025,15640053.15,15640053.15,True,,2025-02-02 00:00:00,
PRJ-009164,2026,18216203.25,18216203.25,True,,2026-02-07 00:00:00,
PRJ-009165,2026,10457035.36,10457035.36,True,,2026-08-10 00:00:00,
PRJ-009166,2024,18184697.05,18184697.05,True,,2024-06-22 00:00:00,
PRJ-009167,2026,28761881.22,28761881.22,True,,2026-01-24 00:00:00,
PRJ-009168,2025,18041481.92,18041481.92,True,,2025-11-11 00:00:00,
PRJ-009169,2024,13880079.52,13880079.52,True,,2024-02-06 00:00:00,
PRJ-009170,2026,28884268.42,28884268.42,True,,2026-09-07 00:00:00,
PRJ-009171,2023,18650884.68,18650884.68,True,,2023-03-04 00:00:00,
PRJ-009172,2026,11288693.03,11288693.03,True,,2026-08-16 00:00:00,
PRJ-009173,2025,9449941.83,9449941.83,True,,2025-07-04 00:00:00,
PRJ-009174,2026,26243682.6,26243682.6,True,,2026-07-27 00:00:00,
PRJ-009175,2024,28546611.65,28546611.65,True,,2024-11-27 00:00:00,
PRJ-009176,2023,8922931.35,8922931.35,True,,2023-06-04 00:00:00,
PRJ-009177,2023,20204338.78,20204338.78,True,,2023-05-03 00:00:00,
PRJ-009178,2024,5259151.81,5259151.81,True,,2024-10-21 00:00:00,
PRJ-009179,2024,14817586.67,14817586.67,True,,2024-05-12 00:00:00,
PRJ-009180,2026,5918443.48,5918443.48,True,,2026-02-06 00:00:00,
PRJ-009181,2026,605318.57,605318.57,True,,2026-02-25 00:00:00,
PRJ-009182,2026,715788.05,715788.05,True,,2026-04-24 00:00:00,
PRJ-009183,2026,25284354.7,25284354.7,True,,2026-05-02 00:00:00,
PRJ-009184,2023,20358301.24,20358301.24,True,,2023-08-12 00:00:00,
PRJ-009185,2024,14837964.8,14837964.8,True,,2024-06-16 00:00:00,
PRJ-009186,2024,14594134.84,14594134.84,True,,2024-04-07 00:00:00,
PRJ-009187,2024,29886239.55,29886239.55,True,,2024-08-14 00:00:00,
PRJ-009188,2025,22933239.92,22933239.92,True,,2025-02-11 00:00:00,
PRJ-009189,2025,7295785.48,7295785.48,True,,2025-12-08 00:00:00,
PRJ-009190,2026,14434651.46,14434651.46,True,,2026-07-19 00:00:00,
PRJ-009191,2024,16447573.98,16447573.98,True,,2024-01-12 00:00:00,
PRJ-009192,2023,22764789.05,22764789.05,True,,2023-09-11 00:00:00,
PRJ-009193,2026,28380960.27,28380960.27,True,,2026-07-08 00:00:00,
PRJ-009194,2025,23029006.81,23029006.81,True,,2025-11-05 00:00:00,
PRJ-009195,2026,19636847.37,19636847.37,True,,2026-05-03 00:00:00,
PRJ-009196,2025,7828143.3,7828143.3,True,,2025-03-03 00:00:00,
PRJ-009197,2024,4840660.13,4840660.13,True,,2024-06-25 00:00:00,
PRJ-009198,2023,23522829.17,23522829.17,True,,2023-07-25 00:00:00,
PRJ-009199,2023,599773.29,599773.29,True,,2023-01-26 00:00:00,
PRJ-009200,2023,24052032.68,24052032.68,True,,2023-02-08 00:00:00,
PRJ-009201,2025,15534311.1,15534311.1,True,,2025-11-23 00:00:00,
PRJ-009202,2024,16984709.11,16984709.11,True,,2024-09-23 00:00:00,
PRJ-009203,2026,25836206.34,25836206.34,True,,2026-04-21 00:00:00,
PRJ-009204,2025,15631384.22,15631384.22,True,,2025-10-11 00:00:00,
PRJ-009205,2025,12509760.97,12509760.97,True,,2025-02-01 00:00:00,
PRJ-009206,2024,28152352.86,28152352.86,True,,2024-09-09 00:00:00,
PRJ-009207,2023,16059432.3,16059432.3,True,,2023-05-01 00:00:00,
PRJ-009208,2023,9756695.96,9756695.96,True,,2023-08-23 00:00:00,
PRJ-009209,2025,27265004.86,27265004.86,True,,2025-05-10 00:00:00,
PRJ-009210,2023,4837763.15,4837763.15,True,,2023-12-17 00:00:00,
PRJ-009211,2024,18547312.07,18547312.07,True,,2024-08-22 00:00:00,
PRJ-009212,2025,14949478.59,14949478.59,True,,2025-05-05 00:00:00,
PRJ-009213,2026,28474272.15,28474272.15,True,,2026-09-18 00:00:00,
PRJ-009214,2026,25226069.54,25226069.54,True,,2026-06-18 00:00:00,
PRJ-009215,2024,4323596.71,4323596.71,True,,2024-04-24 00:00:00,
PRJ-009216,2026,4078966.35,4078966.35,True,,2026-01-09 00:00:00,
PRJ-009217,2025,21724829.44,21724829.44,True,,2025-08-16 00:00:00,
PRJ-009218,2024,9386474.18,9386474.18,True,,2024-02-05 00:00:00,
PRJ-009219,2026,18824302.78,18824302.78,True,,2026-03-26 00:00:00,
PRJ-009220,2023,8455158.26,8455158.26,True,,2023-11-02 00:00:00,
PRJ-009221,2024,10974246.65,10974246.65,True,,2024-09-10 00:00:00,
PRJ-009222,2026,24506950.6,24506950.6,True,,2026-08-14 00:00:00,
PRJ-009223,2026,12793608.45,12793608.45,True,,2026-03-01 00:00:00,
PRJ-009224,2024,21077224.56,21077224.56,True,,2024-06-18 00:00:00,
PRJ-009225,2024,13559623.53,13559623.53,True,,2024-09-12 00:00:00,
PRJ-009226,2024,7047179.85,7047179.85,True,,2024-06-07 00:00:00,
PRJ-009227,2025,8858049.77,8858049.77,True,,2025-05-22 00:00:00,
PRJ-009228,2023,23011412.33,23011412.33,True,,2023-03-16 00:00:00,
PRJ-009229,2025,19547327.97,19547327.97,True,,2025-12-11 00:00:00,
PRJ-009230,2023,15250845.04,15250845.04,True,,2023-10-26 00:00:00,
PRJ-009231,2023,12832040.22,12832040.22,True,,2023-02-24 00:00:00,
PRJ-009232,2026,728396.45,728396.45,True,,2026-06-06 00:00:00,
PRJ-009233,2024,24412561.64,24412561.64,True,,2024-09-22 00:00:00,
PRJ-009234,2023,10302643.78,10302643.78,True,,2023-03-08 00:00:00,
PRJ-009235,2026,16794725.42,16794725.42,True,,2026-06-02 00:00:00,
PRJ-009236,2026,19154435.58,19154435.58,True,,2026-01-22 00:00:00,
PRJ-009237,2026,22178269.73,22178269.73,True,,2026-04-11 00:00:00,
PRJ-009238,2024,7878260.8,7878260.8,True,,2024-01-13 00:00:00,
PRJ-009239,2023,25837829.39,25837829.39,True,,2023-04-22 00:00:00,
PRJ-009240,2023,14181399.38,14181399.38,True,,2023-11-09 00:00:00,
PRJ-009241,2025,21434719.92,21434719.92,True,,2025-01-07 00:00:00,
PRJ-009242,2025,21954106.26,21954106.26,True,,2025-11-22 00:00:00,
PRJ-009243,2024,29546962.8,29546962.8,True,,2024-11-15 00:00:00,
PRJ-009244,2025,7480963.62,7480963.62,True,,2025-07-14 00:00:00,
PRJ-009245,2026,20621488.41,20621488.41,True,,2026-05-02 00:00:00,
PRJ-009246,2025,653898.11,653898.11,True,,2025-08-05 00:00:00,
PRJ-009247,2023,27295311.37,27295311.37,True,,2023-05-24 00:00:00,
PRJ-009248,2023,25961202.76,25961202.76,True,,2023-10-05 00:00:00,
PRJ-009249,2025,22471625.79,22471625.79,True,,2025-09-07 00:00:00,
PRJ-009250,2024,23153551.01,23153551.01,True,,2024-06-18 00:00:00,
PRJ-009251,2025,22126489.76,22126489.76,True,,2025-08-14 00:00:00,
PRJ-009252,2023,988148.7,988148.7,True,,2023-07-04 00:00:00,
PRJ-009253,2026,20095381.28,20095381.28,True,,2026-01-07 00:00:00,
PRJ-009254,2023,5395274.78,5395274.78,True,,2023-03-05 00:00:00,
PRJ-009255,2025,6875671.8,6875671.8,True,,2025-07-20 00:00:00,
PRJ-009256,2025,21937408.58,21937408.58,True,,2025-01-08 00:00:00,
PRJ-009257,2025,17348016.75,17348016.75,True,,2025-10-01 00:00:00,
PRJ-009258,2023,25133429.89,25133429.89,True,,2023-07-15 00:00:00,
PRJ-009259,2025,24078578.63,24078578.63,True,,2025-10-07 00:00:00,
PRJ-009260,2023,17902554.27,17902554.27,True,,2023-07-10 00:00:00,
PRJ-009261,2026,6652582.44,6652582.44,True,,2026-01-02 00:00:00,
PRJ-009262,2026,23795727.7,23795727.7,True,,2026-07-07 00:00:00,
PRJ-009263,2026,29675798.14,29675798.14,True,,2026-01-05 00:00:00,
PRJ-009264,2025,24417751.24,24417751.24,True,,2025-01-08 00:00:00,
PRJ-009265,2026,21219519.41,21219519.41,True,,2026-04-17 00:00:00,
PRJ-009266,2023,6131808.31,6131808.31,True,,2023-04-24 00:00:00,
PRJ-009267,2024,21585061.46,21585061.46,True,,2024-05-10 00:00:00,
PRJ-009268,2024,12237768.16,12237768.16,True,,2024-03-19 00:00:00,
PRJ-009269,2025,24326239.49,24326239.49,True,,2025-03-09 00:00:00,
PRJ-009270,2023,19801081.93,19801081.93,True,,2023-03-07 00:00:00,
PRJ-009271,2023,10726383.38,10726383.38,True,,2023-06-09 00:00:00,
PRJ-009272,2023,4095839.44,4095839.44,True,,2023-08-20 00:00:00,
PRJ-009273,2023,23173421.64,23173421.64,True,,2023-12-26 00:00:00,
PRJ-009274,2024,11719792.26,11719792.26,True,,2024-06-15 00:00:00,
PRJ-009275,2026,18220548.46,18220548.46,True,,2026-05-12 00:00:00,
PRJ-009276,2026,12919982.95,12919982.95,True,,2026-04-05 00:00:00,
PRJ-009277,2026,13343425.07,13343425.07,True,,2026-02-26 00:00:00,
PRJ-009278,2023,25463120.2,25463120.2,True,,2023-05-17 00:00:00,
PRJ-009279,2025,3474155.93,3474155.93,True,,2025-11-13 00:00:00,
PRJ-009280,2025,1963829.13,1963829.13,True,,2025-03-18 00:00:00,
PRJ-009281,2025,6781397.86,6781397.86,True,,2025-08-19 00:00:00,
PRJ-009282,2023,29982553.29,29982553.29,True,,2023-02-24 00:00:00,
PRJ-009283,2025,26100191.54,26100191.54,True,,2025-05-04 00:00:00,
PRJ-009284,2026,15048061.67,15048061.67,True,,2026-07-06 00:00:00,
PRJ-009285,2023,15114223.28,15114223.28,True,,2023-01-07 00:00:00,
PRJ-009286,2024,19027466.37,19027466.37,True,,2024-09-09 00:00:00,
PRJ-009287,2023,29379802.67,29379802.67,True,,2023-02-11 00:00:00,
PRJ-009288,2023,25935795.15,25935795.15,True,,2023-02-27 00:00:00,
PRJ-009289,2025,23180696.43,23180696.43,True,,2025-08-15 00:00:00,
PRJ-009290,2025,19487560.07,19487560.07,True,,2025-12-09 00:00:00,
PRJ-009291,2023,26513888.67,26513888.67,True,,2023-07-10 00:00:00,
PRJ-009292,2026,548876.49,548876.49,True,,2026-07-08 00:00:00,
PRJ-009293,2024,10925160.28,10925160.28,True,,2024-02-19 00:00:00,
PRJ-009294,2023,3504960.13,3504960.13,True,,2023-02-06 00:00:00,
PRJ-009295,2024,26160187.65,26160187.65,True,,2024-02-05 00:00:00,
PRJ-009296,2025,6228412.74,6228412.74,True,,2025-04-15 00:00:00,
PRJ-009297,2026,2102862.72,2102862.72,True,,2026-03-16 00:00:00,
PRJ-009298,2023,16325732.27,16325732.27,True,,2023-02-02 00:00:00,
PRJ-009299,2025,14061323.49,14061323.49,True,,2025-02-07 00:00:00,
PRJ-009300,2024,12500474.93,12500474.93,True,,2024-06-01 00:00:00,
PRJ-009301,2023,21650020.59,21650020.59,True,,2023-08-27 00:00:00,
PRJ-009302,2025,9576656.1,9576656.1,True,,2025-11-05 00:00:00,
PRJ-009303,2023,29143833.31,29143833.31,True,,2023-09-15 00:00:00,
PRJ-009304,2024,17915754.58,17915754.58,True,,2024-02-21 00:00:00,
PRJ-009305,2024,5027428.46,5027428.46,True,,2024-03-07 00:00:00,
PRJ-009306,2023,26806624.9,26806624.9,True,,2023-12-17 00:00:00,
PRJ-009307,2026,6330118.32,6330118.32,True,,2026-09-18 00:00:00,
PRJ-009308,2024,21650686.6,21650686.6,True,,2024-06-09 00:00:00,
PRJ-009309,2025,22571298.25,22571298.25,True,,2025-04-23 00:00:00,
PRJ-009310,2025,12888158.75,12888158.75,True,,2025-08-25 00:00:00,
PRJ-009311,2024,28523248.08,28523248.08,True,,2024-06-10 00:00:00,
PRJ-009312,2024,26782357.17,26782357.17,True,,2024-11-06 00:00:00,
PRJ-009313,2026,16773826.07,16773826.07,True,,2026-05-11 00:00:00,
PRJ-009314,2023,22494028.92,22494028.92,True,,2023-01-16 00:00:00,
PRJ-009315,2023,2463128.58,2463128.58,True,,2023-02-07 00:00:00,
PRJ-009316,2025,27617211.51,27617211.51,True,,2025-05-10 00:00:00,
PRJ-009317,2023,9815524.42,9815524.42,True,,2023-02-14 00:00:00,
PRJ-009318,2023,19808932.29,19808932.29,True,,2023-09-27 00:00:00,
PRJ-009319,2023,10417106.46,10417106.46,True,,2023-09-19 00:00:00,
PRJ-009320,2024,15071818.06,15071818.06,True,,2024-10-17 00:00:00,
PRJ-009321,2023,12393018.65,12393018.65,True,,2023-04-10 00:00:00,
PRJ-009322,2025,10187905.19,10187905.19,True,,2025-04-22 00:00:00,
PRJ-009323,2023,28910305.73,28910305.73,True,,2023-09-08 00:00:00,
PRJ-009324,2025,25241034.3,25241034.3,True,,2025-11-01 00:00:00,
PRJ-009325,2023,23593111.5,23593111.5,True,,2023-09-25 00:00:00,
PRJ-009326,2024,14584560.97,14584560.97,True,,2024-10-17 00:00:00,
PRJ-009327,2026,22198637.94,22198637.94,True,,2026-04-27 00:00:00,
PRJ-009328,2025,22133856.33,22133856.33,True,,2025-09-15 00:00:00,
PRJ-009329,2025,16584653.77,16584653.77,True,,2025-08-17 00:00:00,
PRJ-009330,2026,1051788.8,1051788.8,True,,2026-05-25 00:00:00,
PRJ-009331,2023,23874583.18,23874583.18,True,,2023-08-05 00:00:00,
PRJ-009332,2026,18832515.55,18832515.55,True,,2026-07-08 00:00:00,
PRJ-009333,2024,13882361.94,13882361.94,True,,2024-05-17 00:00:00,
PRJ-009334,2026,15951087.4,15951087.4,True,,2026-01-16 00:00:00,
PRJ-009335,2026,29635390.34,29635390.34,True,,2026-09-15 00:00:00,
PRJ-009336,2025,957397.78,957397.78,True,,2025-01-01 00:00:00,
PRJ-009337,2024,5065960.0,5065960.0,True,,2024-12-19 00:00:00,
PRJ-009338,2024,16428703.96,16428703.96,True,,2024-05-19 00:00:00,
PRJ-009339,2026,20130762.24,20130762.24,True,,2026-02-22 00:00:00,
PRJ-009340,2023,3218206.81,3218206.81,True,,2023-12-19 00:00:00,
PRJ-009341,2025,14623763.22,14623763.22,True,,2025-06-18 00:00:00,
PRJ-009342,2026,3891560.76,3891560.76,True,,2026-05-13 00:00:00,
PRJ-009343,2024,18554111.71,18554111.71,True,,2024-09-23 00:00:00,
PRJ-009344,2023,16281993.9,16281993.9,True,,2023-04-06 00:00:00,
PRJ-009345,2023,10543819.03,10543819.03,True,,2023-07-01 00:00:00,
PRJ-009346,2025,16544794.33,16544794.33,True,,2025-09-07 00:00:00,
PRJ-009347,2026,6062205.9,6062205.9,True,,2026-01-19 00:00:00,
PRJ-009348,2023,973434.43,973434.43,True,,2023-03-06 00:00:00,
PRJ-009349,2024,13432646.8,13432646.8,True,,2024-09-21 00:00:00,
PRJ-009350,2026,7968920.01,7968920.01,True,,2026-05-15 00:00:00,
PRJ-009351,2026,21639891.62,21639891.62,True,,2026-09-18 00:00:00,
PRJ-009352,2025,1120268.77,1120268.77,True,,2025-05-12 00:00:00,
PRJ-009353,2026,4101348.38,4101348.38,True,,2026-02-13 00:00:00,
PRJ-009354,2024,19799191.56,19799191.56,True,,2024-07-01 00:00:00,
PRJ-009355,2023,9907587.62,9907587.62,True,,2023-02-25 00:00:00,
PRJ-009356,2026,25956022.42,25956022.42,True,,2026-05-23 00:00:00,
PRJ-009357,2023,8304845.48,8304845.48,True,,2023-02-20 00:00:00,
PRJ-009358,2025,23586360.48,23586360.48,True,,2025-06-15 00:00:00,
PRJ-009359,2024,23109132.57,23109132.57,True,,2024-05-05 00:00:00,
PRJ-009360,2024,23833138.82,23833138.82,True,,2024-11-22 00:00:00,
PRJ-009361,2026,17901227.32,17901227.32,True,,2026-09-06 00:00:00,
PRJ-009362,2024,11448550.35,11448550.35,True,,2024-10-01 00:00:00,
PRJ-009363,2026,10551867.5,10551867.5,True,,2026-04-09 00:00:00,
PRJ-009364,2023,9727208.75,9727208.75,True,,2023-08-09 00:00:00,
PRJ-009365,2024,1193587.5,1193587.5,True,,2024-04-02 00:00:00,
PRJ-009366,2023,907747.02,907747.02,True,,2023-04-26 00:00:00,
PRJ-009367,2024,12710001.03,12710001.03,True,,2024-10-11 00:00:00,
PRJ-009368,2025,19377027.46,19377027.46,True,,2025-11-22 00:00:00,
PRJ-009369,2025,26724286.07,26724286.07,True,,2025-06-03 00:00:00,
PRJ-009370,2023,27111181.94,27111181.94,True,,2023-09-24 00:00:00,
PRJ-009371,2023,25895246.42,25895246.42,True,,2023-03-26 00:00:00,
PRJ-009372,2026,28854163.62,28854163.62,True,,2026-09-01 00:00:00,
PRJ-009373,2026,3603584.67,3603584.67,True,,2026-05-18 00:00:00,
PRJ-009374,2023,28300225.62,28300225.62,True,,2023-02-19 00:00:00,
PRJ-009375,2023,1942891.89,1942891.89,True,,2023-03-12 00:00:00,
PRJ-009376,2023,24134232.55,24134232.55,True,,2023-04-26 00:00:00,
PRJ-009377,2024,4505458.11,4505458.11,True,,2024-09-08 00:00:00,
PRJ-009378,2023,5661936.82,5661936.82,True,,2023-09-07 00:00:00,
PRJ-009379,2025,7248500.46,7248500.46,True,,2025-01-25 00:00:00,
PRJ-009380,2026,4527994.29,4527994.29,True,,2026-05-16 00:00:00,
PRJ-009381,2023,25486239.56,25486239.56,True,,2023-06-11 00:00:00,
PRJ-009382,2026,7152478.49,7152478.49,True,,2026-01-07 00:00:00,
PRJ-009383,2026,11402674.93,11402674.93,True,,2026-08-16 00:00:00,
PRJ-009384,2025,14369462.6,14369462.6,True,,2025-08-07 00:00:00,
PRJ-009385,2023,8527311.42,8527311.42,True,,2023-12-22 00:00:00,
