kodi_projekti,emertimi,kodi_institucioni,kodi_programi,viti_fiskal,kodi_llogarie_ekonomike,burimi_i_financimit
PRJ-009488,Investim i planifikuar (pa dalë ende në prokurim) 2988,INST-0505,,2023,230,Buxheti i Shtetit
PRJ-009489,Investim i planifikuar (pa dalë ende në prokurim) 2989,INST-0166,,2025,230,Buxheti i Shtetit
PRJ-009490,Investim i planifikuar (pa dalë ende në prokurim) 2990,INST-0907,,2023,231,Buxheti i Shtetit
PRJ-009491,Investim i planifikuar (pa dalë ende në prokurim) 2991,INST-0458,,2024,231,Buxheti i Shtetit
PRJ-009492,Investim i planifikuar (pa dalë ende në prokurim) 2992,INST-0106,,2024,231,Financim i huaj
PRJ-009493,Investim i planifikuar (pa dalë ende në prokurim) 2993,INST-1005,,2024,230,Të ardhura të trashiguara
PRJ-009494,Investim i planifikuar (pa dalë ende në prokurim) 2994,INST-0524,,2024,230,Financim i huaj
PRJ-009495,Investim i planifikuar (pa dalë ende në prokurim) 2995,INST-0731,,2025,231,Të ardhura të trashiguara
PRJ-009496,Investim i planifikuar (pa dalë ende në prokurim) 2996,INST-0302,,2024,230,Të ardhura të trashiguara
PRJ-009497,Investim i planifikuar (pa dalë ende në prokurim) 2997,INST-0819,,2023,230,Financim i huaj
PRJ-009498,Investim i planifikuar (pa dalë ende në prokurim) 2998,INST-0411,,2026,230,Buxheti i Shtetit
PRJ-009499,Investim i planifikuar (pa dalë ende në prokurim) 2999,INST-0527,,2026,230,Buxheti i Shtetit
PRJ-009500,Investim i planifikuar (pa dalë ende në prokurim) 3000,INST-0672,,2026,230,Buxheti i Shtetit
PRJ-009501,Investim i planifikuar (pa dalë ende në prokurim) 3001,INST-0297,,2026,230,Financim i huaj
PRJ-009502,Investim i planifikuar (pa dalë ende në prokurim) 3002,INST-0908,,2026,231,Financim i huaj
PRJ-009503,Investim i planifikuar (pa dalë ende në prokurim) 3003,INST-0954,,2023,230,Të ardhura të trashiguara
PRJ-009504,Investim i planifikuar (pa dalë ende në prokurim) 3004,INST-0253,,2025,230,Të ardhura të trashiguara
PRJ-009505,Investim i planifikuar (pa dalë ende në prokurim) 3005,INST-0260,,2026,231,Buxheti i Shtetit
PRJ-009506,Investim i planifikuar (pa dalë ende në prokurim) 3006,INST-0871,,2026,231,Të ardhura të trashiguara
PRJ-009507,Investim i planifikuar (pa dalë ende në prokurim) 3007,INST-0023,,2026,231,Financim i huaj
PRJ-009508,Investim i planifikuar (pa dalë ende në prokurim) 3008,INST-0073,,2026,231,Financim i huaj
PRJ-009509,Investim i planifikuar (pa dalë ende në prokurim) 3009,INST-0508,,2024,230,Të ardhura të trashiguara
PRJ-009510,Investim i planifikuar (pa dalë ende në prokurim) 3010,INST-0845,,2026,231,Buxheti i Shtetit
PRJ-009511,Investim i planifikuar (pa dalë ende në prokurim) 3011,INST-1024,,2025,230,Financim i huaj
PRJ-009512,Investim i planifikuar (pa dalë ende në prokurim) 3012,INST-0722,,2024,230,Të ardhura të trashiguara
PRJ-009513,Investim i planifikuar (pa dalë ende në prokurim) 3013,INST-0387,,2025,230,Financim i huaj
PRJ-009514,Investim i planifikuar (pa dalë ende në prokurim) 3014,INST-0210,,2026,231,Të ardhura të trashiguara
PRJ-009515,Investim i planifikuar (pa dalë ende në prokurim) 3015,INST-0551,,2023,230,Buxheti i Shtetit
PRJ-009516,Investim i planifikuar (pa dalë ende në prokurim) 3016,INST-0432,,2025,231,Financim i huaj
PRJ-009517,Investim i planifikuar (pa dalë ende në prokurim) 3017,INST-0696,,2025,231,Të ardhura të trashiguara
PRJ-009518,Investim i planifikuar (pa dalë ende në prokurim) 3018,INST-0735,,2023,230,Buxheti i Shtetit
PRJ-009519,Investim i planifikuar (pa dalë ende në prokurim) 3019,INST-0827,,2026,231,Buxheti i Shtetit
PRJ-009520,Investim i planifikuar (pa dalë ende në prokurim) 3020,INST-0710,,2024,231,Buxheti i Shtetit
PRJ-009521,Investim i planifikuar (pa dalë ende në prokurim) 3021,INST-0398,,2024,230,Financim i huaj
PRJ-009522,Investim i planifikuar (pa dalë ende në prokurim) 3022,INST-0977,,2025,230,Financim i huaj
PRJ-009523,Investim i planifikuar (pa dalë ende në prokurim) 3023,INST-0098,,2025,231,Të ardhura të trashiguara
PRJ-009524,Investim i planifikuar (pa dalë ende në prokurim) 3024,INST-0998,,2024,230,Të ardhura të trashiguara
PRJ-009525,Investim i planifikuar (pa dalë ende në prokurim) 3025,INST-0530,,2023,230,Buxheti i Shtetit
PRJ-009526,Investim i planifikuar (pa dalë ende në prokurim) 3026,INST-0390,,2025,231,Të ardhura të trashiguara
PRJ-009527,Investim i planifikuar (pa dalë ende në prokurim) 3027,INST-0846,,2026,231,Të ardhura të trashiguara
PRJ-009528,Investim i planifikuar (pa dalë ende në prokurim) 3028,INST-1002,,2026,231,Buxheti i Shtetit
PRJ-009529,Investim i planifikuar (pa dalë ende në prokurim) 3029,INST-0560,,2026,230,Të ardhura të trashiguara
PRJ-009530,Investim i planifikuar (pa dalë ende në prokurim) 3030,INST-0688,,2025,230,Të ardhura të trashiguara
PRJ-009531,Investim i planifikuar (pa dalë ende në prokurim) 3031,INST-0163,,2025,230,Financim i huaj
PRJ-009532,Investim i planifikuar (pa dalë ende në prokurim) 3032,INST-0415,,2026,231,Financim i huaj
PRJ-009533,Investim i planifikuar (pa dalë ende në prokurim) 3033,INST-0023,,2026,230,Buxheti i Shtetit
PRJ-009534,Investim i planifikuar (pa dalë ende në prokurim) 3034,INST-0257,,2026,231,Të ardhura të trashiguara
PRJ-009535,Investim i planifikuar (pa dalë ende në prokurim) 3035,INST-0779,,2025,230,Buxheti i Shtetit
PRJ-009536,Investim i planifikuar (pa dalë ende në prokurim) 3036,INST-0834,,2023,230,Të ardhura të trashiguara
PRJ-009537,Investim i planifikuar (pa dalë ende në prokurim) 3037,INST-0229,,2023,231,Të ardhura të trashiguara
PRJ-009538,Investim i planifikuar (pa dalë ende në prokurim) 3038,INST-0196,,2023,230,Buxheti i Shtetit
PRJ-009539,Investim i planifikuar (pa dalë ende në prokurim) 3039,INST-0450,,2023,231,Financim i huaj
PRJ-009540,Investim i planifikuar (pa dalë ende në prokurim) 3040,INST-0259,,2025,230,Financim i huaj
PRJ-009541,Investim i planifikuar (pa dalë ende në prokurim) 3041,INST-0298,,2023,231,Buxheti i Shtetit
PRJ-009542,Investim i planifikuar (pa dalë ende në prokurim) 3042,INST-0831,,2025,230,Financim i huaj
PRJ-009543,Investim i planifikuar (pa dalë ende në prokurim) 3043,INST-0726,,2026,231,Buxheti i Shtetit
PRJ-009544,Investim i planifikuar (pa dalë ende në prokurim) 3044,INST-0240,,2026,231,Financim i huaj
PRJ-009545,Investim i planifikuar (pa dalë ende në prokurim) 3045,INST-0263,,2024,230,Buxheti i Shtetit
PRJ-009546,Investim i planifikuar (pa dalë ende në prokurim) 3046,INST-0546,,2025,230,Financim i huaj
PRJ-009547,Investim i planifikuar (pa dalë ende në prokurim) 3047,INST-0738,,2026,230,Buxheti i Shtetit
PRJ-009548,Investim i planifikuar (pa dalë ende në prokurim) 3048,INST-0564,,2024,231,Të ardhura të trashiguara
PRJ-009549,Investim i planifikuar (pa dalë ende në prokurim) 3049,INST-0815,,2025,231,Financim i huaj
PRJ-009550,Investim i planifikuar (pa dalë ende në prokurim) 3050,INST-0520,,2026,231,Buxheti i Shtetit
PRJ-009551,Investim i planifikuar (pa dalë ende në prokurim) 3051,INST-0886,,2024,231,Të ardhura të trashiguara
PRJ-009552,Investim i planifikuar (pa dalë ende në prokurim) 3052,INST-0183,,2024,230,Të ardhura të trashiguara
PRJ-009553,Investim i planifikuar (pa dalë ende në prokurim) 3053,INST-0568,,2026,230,Të ardhura të trashiguara
PRJ-009554,Investim i planifikuar (pa dalë ende në prokurim) 3054,INST-0175,,2026,230,Buxheti i Shtetit
PRJ-009555,Investim i planifikuar (pa dalë ende në prokurim) 3055,INST-0307,,2026,230,Buxheti i Shtetit
PRJ-009556,Investim i planifikuar (pa dalë ende në prokurim) 3056,INST-0999,,2024,231,Të ardhura të trashiguara
PRJ-009557,Investim i planifikuar (pa dalë ende në prokurim) 3057,INST-0922,,2023,230,Të ardhura të trashiguara
PRJ-009558,Investim i planifikuar (pa dalë ende në prokurim) 3058,INST-0187,,2023,231,Buxheti i Shtetit
PRJ-009559,Investim i planifikuar (pa dalë ende në prokurim) 3059,INST-0380,,2023,230,Të ardhura të trashiguara
PRJ-009560,Investim i planifikuar (pa dalë ende në prokurim) 3060,INST-0714,,2025,230,Të ardhura të trashiguara
PRJ-009561,Investim i planifikuar (pa dalë ende në prokurim) 3061,INST-0816,,2023,231,Financim i huaj
PRJ-009562,Investim i planifikuar (pa dalë ende në prokurim) 3062,INST-0041,,2023,230,Financim i huaj
PRJ-009563,Investim i planifikuar (pa dalë ende në prokurim) 3063,INST-0228,,2026,230,Financim i huaj
PRJ-009564,Investim i planifikuar (pa dalë ende në prokurim) 3064,INST-0208,,2023,230,Financim i huaj
PRJ-009565,Investim i planifikuar (pa dalë ende në prokurim) 3065,INST-1016,,2024,230,Buxheti i Shtetit
PRJ-009566,Investim i planifikuar (pa dalë ende në prokurim) 3066,INST-0553,,2024,230,Buxheti i Shtetit
PRJ-009567,Investim i planifikuar (pa dalë ende në prokurim) 3067,INST-0669,,2026,230,Të ardhura të trashiguara
PRJ-009568,Investim i planifikuar (pa dalë ende në prokurim) 3068,INST-0745,,2024,230,Financim i huaj
PRJ-009569,Investim i planifikuar (pa dalë ende në prokurim) 3069,INST-0699,,2025,230,Financim i huaj
PRJ-009570,Investim i planifikuar (pa dalë ende në prokurim) 3070,INST-1025,,2026,230,Të ardhura të trashiguara
PRJ-009571,Investim i planifikuar (pa dalë ende në prokurim) 3071,INST-0474,,2026,230,Buxheti i Shtetit
PRJ-009572,Investim i planifikuar (pa dalë ende në prokurim) 3072,INST-0873,,2026,231,Të ardhura të trashiguara
PRJ-009573,Investim i planifikuar (pa dalë ende në prokurim) 3073,INST-0207,,2023,231,Financim i huaj
PRJ-009574,Investim i planifikuar (pa dalë ende në prokurim) 3074,INST-0764,,2025,230,Financim i huaj
PRJ-009575,Investim i planifikuar (pa dalë ende në prokurim) 3075,INST-0387,,2024,231,Financim i huaj
PRJ-009576,Investim i planifikuar (pa dalë ende në prokurim) 3076,INST-0644,,2024,231,Financim i huaj
PRJ-009577,Investim i planifikuar (pa dalë ende në prokurim) 3077,INST-0135,,2026,231,Të ardhura të trashiguara
PRJ-009578,Investim i planifikuar (pa dalë ende në prokurim) 3078,INST-0771,,2023,230,Të ardhura të trashiguara
PRJ-009579,Investim i planifikuar (pa dalë ende në prokurim) 3079,INST-0768,,2026,231,Financim i huaj
PRJ-009580,Investim i planifikuar (pa dalë ende në prokurim) 3080,INST-0111,,2025,231,Financim i huaj
PRJ-009581,Investim i planifikuar (pa dalë ende në prokurim) 3081,INST-0770,,2026,231,Buxheti i Shtetit
PRJ-009582,Investim i planifikuar (pa dalë ende në prokurim) 3082,INST-0169,,2025,230,Financim i huaj
PRJ-009583,Investim i planifikuar (pa dalë ende në prokurim) 3083,INST-0502,,2024,230,Të ardhura të trashiguara
PRJ-009584,Investim i planifikuar (pa dalë ende në prokurim) 3084,INST-0407,,2026,231,Të ardhura të trashiguara
PRJ-009585,Investim i planifikuar (pa dalë ende në prokurim) 3085,INST-0824,,2024,230,Financim i huaj
PRJ-009586,Investim i planifikuar (pa dalë ende në prokurim) 3086,INST-0546,,2025,230,Buxheti i Shtetit
PRJ-009587,Investim i planifikuar (pa dalë ende në prokurim) 3087,INST-0791,,2023,230,Financim i huaj
PRJ-009588,Investim i planifikuar (pa dalë ende në prokurim) 3088,INST-0635,,2025,230,Të ardhura të trashiguara
PRJ-009589,Investim i planifikuar (pa dalë ende në prokurim) 3089,INST-0488,,2023,230,Të ardhura të trashiguara
PRJ-009590,Investim i planifikuar (pa dalë ende në prokurim) 3090,INST-0023,,2026,230,Buxheti i Shtetit
PRJ-009591,Investim i planifikuar (pa dalë ende në prokurim) 3091,INST-0343,,2024,230,Të ardhura të trashiguara
PRJ-009592,Investim i planifikuar (pa dalë ende në prokurim) 3092,INST-0473,,2024,230,Të ardhura të trashiguara
PRJ-009593,Investim i planifikuar (pa dalë ende në prokurim) 3093,INST-0541,,2024,231,Buxheti i Shtetit
PRJ-009594,Investim i planifikuar (pa dalë ende në prokurim) 3094,INST-0287,,2025,231,Buxheti i Shtetit
PRJ-009595,Investim i planifikuar (pa dalë ende në prokurim) 3095,INST-1009,,2024,231,Financim i huaj
PRJ-009596,Investim i planifikuar (pa dalë ende në prokurim) 3096,INST-1021,,2026,230,Buxheti i Shtetit
PRJ-009597,Investim i planifikuar (pa dalë ende në prokurim) 3097,INST-0676,,2025,230,Financim i huaj
PRJ-009598,Investim i planifikuar (pa dalë ende në prokurim) 3098,INST-0845,,2024,230,Buxheti i Shtetit
PRJ-009599,Investim i planifikuar (pa dalë ende në prokurim) 3099,INST-0704,,2024,231,Financim i huaj
PRJ-009600,Investim i planifikuar (pa dalë ende në prokurim) 3100,INST-0570,,2025,230,Buxheti i Shtetit
PRJ-009601,Investim i planifikuar (pa dalë ende në prokurim) 3101,INST-0326,,2023,230,Financim i huaj
PRJ-009602,Investim i planifikuar (pa dalë ende në prokurim) 3102,INST-0193,,2024,230,Buxheti i Shtetit
PRJ-009603,Investim i planifikuar (pa dalë ende në prokurim) 3103,INST-0975,,2025,230,Të ardhura të trashiguara
PRJ-009604,Investim i planifikuar (pa dalë ende në prokurim) 3104,INST-0100,,2025,231,Financim i huaj
PRJ-009605,Investim i planifikuar (pa dalë ende në prokurim) 3105,INST-0887,,2025,230,Financim i huaj
PRJ-009606,Investim i planifikuar (pa dalë ende në prokurim) 3106,INST-0320,,2024,230,Buxheti i Shtetit
PRJ-009607,Investim i planifikuar (pa dalë ende në prokurim) 3107,INST-0378,,2024,231,Buxheti i Shtetit
PRJ-009608,Investim i planifikuar (pa dalë ende në prokurim) 3108,INST-0226,,2025,231,Të ardhura të trashiguara
PRJ-009609,Investim i planifikuar (pa dalë ende në prokurim) 3109,INST-0995,,2024,231,Buxheti i Shtetit
PRJ-009610,Investim i planifikuar (pa dalë ende në prokurim) 3110,INST-0445,,2025,230,Të ardhura të trashiguara
PRJ-009611,Investim i planifikuar (pa dalë ende në prokurim) 3111,INST-0288,,2025,231,Financim i huaj
PRJ-009612,Investim i planifikuar (pa dalë ende në prokurim) 3112,INST-0433,,2024,230,Buxheti i Shtetit
PRJ-009613,Investim i planifikuar (pa dalë ende në prokurim) 3113,INST-0092,,2025,231,Financim i huaj
PRJ-009614,Investim i planifikuar (pa dalë ende në prokurim) 3114,INST-0248,,2026,231,Buxheti i Shtetit
PRJ-009615,Investim i planifikuar (pa dalë ende në prokurim) 3115,INST-0210,,2026,230,Të ardhura të trashiguara
PRJ-009616,Investim i planifikuar (pa dalë ende në prokurim) 3116,INST-0148,,2023,230,Buxheti i Shtetit
PRJ-009617,Investim i planifikuar (pa dalë ende në prokurim) 3117,INST-0265,,2023,231,Financim i huaj
PRJ-009618,Investim i planifikuar (pa dalë ende në prokurim) 3118,INST-0598,,2024,230,Të ardhura të trashiguara
PRJ-009619,Investim i planifikuar (pa dalë ende në prokurim) 3119,INST-1018,,2024,231,Të ardhura të trashiguara
PRJ-009620,Investim i planifikuar (pa dalë ende në prokurim) 3120,INST-0663,,2023,231,Të ardhura të trashiguara
PRJ-009621,Investim i planifikuar (pa dalë ende në prokurim) 3121,INST-0190,,2025,231,Buxheti i Shtetit
PRJ-009622,Investim i planifikuar (pa dalë ende në prokurim) 3122,INST-0040,,2023,231,Financim i huaj
PRJ-009623,Investim i planifikuar (pa dalë ende në prokurim) 3123,INST-0781,,2026,231,Financim i huaj
PRJ-009624,Investim i planifikuar (pa dalë ende në prokurim) 3124,INST-0034,,2025,231,Të ardhura të trashiguara
PRJ-009625,Investim i planifikuar (pa dalë ende në prokurim) 3125,INST-0956,,2025,230,Buxheti i Shtetit
PRJ-009626,Investim i planifikuar (pa dalë ende në prokurim) 3126,INST-0065,,2025,230,Buxheti i Shtetit
PRJ-009627,Investim i planifikuar (pa dalë ende në prokurim) 3127,INST-0474,,2024,230,Të ardhura të trashiguara
PRJ-009628,Investim i planifikuar (pa dalë ende në prokurim) 3128,INST-0295,,2024,230,Buxheti i Shtetit
PRJ-009629,Investim i planifikuar (pa dalë ende në prokurim) 3129,INST-0026,,2025,230,Të ardhura të trashiguara
PRJ-009630,Investim i planifikuar (pa dalë ende në prokurim) 3130,INST-0993,,2025,230,Financim i huaj
PRJ-009631,Investim i planifikuar (pa dalë ende në prokurim) 3131,INST-0566,,2025,230,Financim i huaj
PRJ-009632,Investim i planifikuar (pa dalë ende në prokurim) 3132,INST-1030,,2026,231,Buxheti i Shtetit
PRJ-009633,Investim i planifikuar (pa dalë ende në prokurim) 3133,INST-0110,,2026,230,Financim i huaj
PRJ-009634,Investim i planifikuar (pa dalë ende në prokurim) 3134,INST-0929,,2024,231,Të ardhura të trashiguara
PRJ-009635,Investim i planifikuar (pa dalë ende në prokurim) 3135,INST-0645,,2024,231,Të ardhura të trashiguara
PRJ-009636,Investim i planifikuar (pa dalë ende në prokurim) 3136,INST-0407,,2025,231,Financim i huaj
PRJ-009637,Investim i planifikuar (pa dalë ende në prokurim) 3137,INST-0446,,2023,230,Financim i huaj
PRJ-009638,Investim i planifikuar (pa dalë ende në prokurim) 3138,INST-0565,,2025,230,Financim i huaj
PRJ-009639,Investim i planifikuar (pa dalë ende në prokurim) 3139,INST-0782,,2025,231,Financim i huaj
PRJ-009640,Investim i planifikuar (pa dalë ende në prokurim) 3140,INST-0343,,2025,231,Financim i huaj
PRJ-009641,Investim i planifikuar (pa dalë ende në prokurim) 3141,INST-0950,,2023,231,Të ardhura të trashiguara
PRJ-009642,Investim i planifikuar (pa dalë ende në prokurim) 3142,INST-0203,,2025,230,Të ardhura të trashiguara
PRJ-009643,Investim i planifikuar (pa dalë ende në prokurim) 3143,INST-0877,,2024,231,Buxheti i Shtetit
PRJ-009644,Investim i planifikuar (pa dalë ende në prokurim) 3144,INST-0212,,2023,231,Financim i huaj
PRJ-009645,Investim i planifikuar (pa dalë ende në prokurim) 3145,INST-0451,,2023,230,Të ardhura të trashiguara
PRJ-009646,Investim i planifikuar (pa dalë ende në prokurim) 3146,INST-0694,,2026,231,Financim i huaj
PRJ-009647,Investim i planifikuar (pa dalë ende në prokurim) 3147,INST-0781,,2026,230,Të ardhura të trashiguara
PRJ-009648,Investim i planifikuar (pa dalë ende në prokurim) 3148,INST-0348,,2024,230,Të ardhura të trashiguara
PRJ-009649,Investim i planifikuar (pa dalë ende në prokurim) 3149,INST-0984,,2025,231,Buxheti i Shtetit
PRJ-009650,Investim i planifikuar (pa dalë ende në prokurim) 3150,INST-1035,,2025,231,Të ardhura të trashiguara
PRJ-009651,Investim i planifikuar (pa dalë ende në prokurim) 3151,INST-0913,,2024,231,Të ardhura të trashiguara
PRJ-009652,Investim i planifikuar (pa dalë ende në prokurim) 3152,INST-0634,,2025,231,Të ardhura të trashiguara
PRJ-009653,Investim i planifikuar (pa dalë ende në prokurim) 3153,INST-0850,,2024,231,Buxheti i Shtetit
PRJ-009654,Investim i planifikuar (pa dalë ende në prokurim) 3154,INST-0408,,2024,230,Financim i huaj
PRJ-009655,Investim i planifikuar (pa dalë ende në prokurim) 3155,INST-0835,,2024,230,Financim i huaj
PRJ-009656,Investim i planifikuar (pa dalë ende në prokurim) 3156,INST-0743,,2025,231,Buxheti i Shtetit
PRJ-009657,Investim i planifikuar (pa dalë ende në prokurim) 3157,INST-1011,,2026,231,Buxheti i Shtetit
PRJ-009658,Investim i planifikuar (pa dalë ende në prokurim) 3158,INST-0497,,2024,231,Financim i huaj
PRJ-009659,Investim i planifikuar (pa dalë ende në prokurim) 3159,INST-0795,,2025,230,Financim i huaj
PRJ-009660,Investim i planifikuar (pa dalë ende në prokurim) 3160,INST-0328,,2023,230,Buxheti i Shtetit
PRJ-009661,Investim i planifikuar (pa dalë ende në prokurim) 3161,INST-0190,,2023,230,Të ardhura të trashiguara
PRJ-009662,Investim i planifikuar (pa dalë ende në prokurim) 3162,INST-0573,,2025,231,Buxheti i Shtetit
PRJ-009663,Investim i planifikuar (pa dalë ende në prokurim) 3163,INST-0704,,2023,230,Financim i huaj
PRJ-009664,Investim i planifikuar (pa dalë ende në prokurim) 3164,INST-0509,,2026,230,Buxheti i Shtetit
PRJ-009665,Investim i planifikuar (pa dalë ende në prokurim) 3165,INST-0328,,2025,231,Buxheti i Shtetit
PRJ-009666,Investim i planifikuar (pa dalë ende në prokurim) 3166,INST-0153,,2025,230,Buxheti i Shtetit
PRJ-009667,Investim i planifikuar (pa dalë ende në prokurim) 3167,INST-0798,,2025,230,Financim i huaj
PRJ-009668,Investim i planifikuar (pa dalë ende në prokurim) 3168,INST-0556,,2023,230,Buxheti i Shtetit
PRJ-009669,Investim i planifikuar (pa dalë ende në prokurim) 3169,INST-0184,,2025,230,Financim i huaj
PRJ-009670,Investim i planifikuar (pa dalë ende në prokurim) 3170,INST-0311,,2023,231,Të ardhura të trashiguara
PRJ-009671,Investim i planifikuar (pa dalë ende në prokurim) 3171,INST-0692,,2026,230,Financim i huaj
PRJ-009672,Investim i planifikuar (pa dalë ende në prokurim) 3172,INST-0907,,2023,231,Buxheti i Shtetit
PRJ-009673,Investim i planifikuar (pa dalë ende në prokurim) 3173,INST-0911,,2026,230,Të ardhura të trashiguara
PRJ-009674,Investim i planifikuar (pa dalë ende në prokurim) 3174,INST-0255,,2026,230,Të ardhura të trashiguara
PRJ-009675,Investim i planifikuar (pa dalë ende në prokurim) 3175,INST-0146,,2023,231,Të ardhura të trashiguara
PRJ-009676,Investim i planifikuar (pa dalë ende në prokurim) 3176,INST-0079,,2023,231,Buxheti i Shtetit
PRJ-009677,Investim i planifikuar (pa dalë ende në prokurim) 3177,INST-0343,,2026,230,Buxheti i Shtetit
PRJ-009678,Investim i planifikuar (pa dalë ende në prokurim) 3178,INST-0120,,2023,230,Buxheti i Shtetit
PRJ-009679,Investim i planifikuar (pa dalë ende në prokurim) 3179,INST-0079,,2025,231,Buxheti i Shtetit
PRJ-009680,Investim i planifikuar (pa dalë ende në prokurim) 3180,INST-0882,,2024,230,Buxheti i Shtetit
PRJ-009681,Investim i planifikuar (pa dalë ende në prokurim) 3181,INST-0360,,2023,231,Të ardhura të trashiguara
PRJ-009682,Investim i planifikuar (pa dalë ende në prokurim) 3182,INST-0122,,2024,230,Të ardhura të trashiguara
PRJ-009683,Investim i planifikuar (pa dalë ende në prokurim) 3183,INST-0877,,2026,230,Buxheti i Shtetit
PRJ-009684,Investim i planifikuar (pa dalë ende në prokurim) 3184,INST-0471,,2025,230,Të ardhura të trashiguara
PRJ-009685,Investim i planifikuar (pa dalë ende në prokurim) 3185,INST-0780,,2024,231,Buxheti i Shtetit
PRJ-009686,Investim i planifikuar (pa dalë ende në prokurim) 3186,INST-0446,,2025,231,Financim i huaj
PRJ-009687,Investim i planifikuar (pa dalë ende në prokurim) 3187,INST-0034,,2026,230,Të ardhura të trashiguara
PRJ-009688,Investim i planifikuar (pa dalë ende në prokurim) 3188,INST-0124,,2024,231,Buxheti i Shtetit
PRJ-009689,Investim i planifikuar (pa dalë ende në prokurim) 3189,INST-0077,,2023,231,Financim i huaj
PRJ-009690,Investim i planifikuar (pa dalë ende në prokurim) 3190,INST-0300,,2026,230,Financim i huaj
PRJ-009691,Investim i planifikuar (pa dalë ende në prokurim) 3191,INST-0928,,2023,230,Financim i huaj
PRJ-009692,Investim i planifikuar (pa dalë ende në prokurim) 3192,INST-0092,,2023,230,Të ardhura të trashiguara
PRJ-009693,Investim i planifikuar (pa dalë ende në prokurim) 3193,INST-0326,,2024,231,Financim i huaj
PRJ-009694,Investim i planifikuar (pa dalë ende në prokurim) 3194,INST-0778,,2025,230,Të ardhura të trashiguara
PRJ-009695,Investim i planifikuar (pa dalë ende në prokurim) 3195,INST-0737,,2024,231,Financim i huaj
PRJ-009696,Investim i planifikuar (pa dalë ende në prokurim) 3196,INST-0603,,2024,230,Të ardhura të trashiguara
PRJ-009697,Investim i planifikuar (pa dalë ende në prokurim) 3197,INST-0556,,2023,230,Buxheti i Shtetit
PRJ-009698,Investim i planifikuar (pa dalë ende në prokurim) 3198,INST-0944,,2026,231,Buxheti i Shtetit
PRJ-009699,Investim i planifikuar (pa dalë ende në prokurim) 3199,INST-0480,,2024,231,Buxheti i Shtetit
PRJ-009700,Investim i planifikuar (pa dalë ende në prokurim) 3200,INST-0586,,2026,231,Të ardhura të trashiguara
PRJ-009701,Investim i planifikuar (pa dalë ende në prokurim) 3201,INST-0021,,2023,230,Të ardhura të trashiguara
PRJ-009702,Investim i planifikuar (pa dalë ende në prokurim) 3202,INST-0037,,2024,230,Financim i huaj
PRJ-009703,Investim i planifikuar (pa dalë ende në prokurim) 3203,INST-0291,,2025,230,Buxheti i Shtetit
PRJ-009704,Investim i planifikuar (pa dalë ende në prokurim) 3204,INST-0435,,2024,230,Financim i huaj
PRJ-009705,Investim i planifikuar (pa dalë ende në prokurim) 3205,INST-0030,,2023,230,Të ardhura të trashiguara
PRJ-009706,Investim i planifikuar (pa dalë ende në prokurim) 3206,INST-0660,,2025,231,Buxheti i Shtetit
PRJ-009707,Investim i planifikuar (pa dalë ende në prokurim) 3207,INST-0165,,2026,230,Financim i huaj
PRJ-009708,Investim i planifikuar (pa dalë ende në prokurim) 3208,INST-0695,,2024,231,Buxheti i Shtetit
PRJ-009709,Investim i planifikuar (pa dalë ende në prokurim) 3209,INST-0334,,2025,231,Financim i huaj
PRJ-009710,Investim i planifikuar (pa dalë ende në prokurim) 3210,INST-0479,,2023,231,Financim i huaj
PRJ-009711,Investim i planifikuar (pa dalë ende në prokurim) 3211,INST-0841,,2026,231,Financim i huaj
PRJ-009712,Investim i planifikuar (pa dalë ende në prokurim) 3212,INST-0443,,2024,231,Buxheti i Shtetit
PRJ-009713,Investim i planifikuar (pa dalë ende në prokurim) 3213,INST-0052,,2024,231,Të ardhura të trashiguara
PRJ-009714,Investim i planifikuar (pa dalë ende në prokurim) 3214,INST-0364,,2026,230,Financim i huaj
PRJ-009715,Investim i planifikuar (pa dalë ende në prokurim) 3215,INST-0087,,2023,231,Buxheti i Shtetit
PRJ-009716,Investim i planifikuar (pa dalë ende në prokurim) 3216,INST-0075,,2025,231,Të ardhura të trashiguara
PRJ-009717,Investim i planifikuar (pa dalë ende në prokurim) 3217,INST-0019,,2024,231,Financim i huaj
PRJ-009718,Investim i planifikuar (pa dalë ende në prokurim) 3218,INST-0826,,2025,230,Buxheti i Shtetit
PRJ-009719,Investim i planifikuar (pa dalë ende në prokurim) 3219,INST-0594,,2023,230,Të ardhura të trashiguara
PRJ-009720,Investim i planifikuar (pa dalë ende në prokurim) 3220,INST-0875,,2023,231,Buxheti i Shtetit
PRJ-009721,Investim i planifikuar (pa dalë ende në prokurim) 3221,INST-0008,,2026,231,Buxheti i Shtetit
PRJ-009722,Investim i planifikuar (pa dalë ende në prokurim) 3222,INST-0665,,2024,231,Buxheti i Shtetit
PRJ-009723,Investim i planifikuar (pa dalë ende në prokurim) 3223,INST-1016,,2025,230,Financim i huaj
PRJ-009724,Investim i planifikuar (pa dalë ende në prokurim) 3224,INST-0294,,2025,230,Të ardhura të trashiguara
PRJ-009725,Investim i planifikuar (pa dalë ende në prokurim) 3225,INST-0158,,2025,231,Financim i huaj
PRJ-009726,Investim i planifikuar (pa dalë ende në prokurim) 3226,INST-0258,,2025,231,Buxheti i Shtetit
PRJ-009727,Investim i planifikuar (pa dalë ende në prokurim) 3227,INST-0608,,2026,230,Buxheti i Shtetit
