kodi_projekti,referenca_kerkeses_obp,real_ref_no,chain_status,numri_angazhimit,numri_kontrates,real_winner_nipt,real_contract_value,numri_fatures,fature_statusi,numri_urdherit_shpenzimit,contract_link_is_real_match
PRJ-008928,,,never_procured,,,,,,,,
PRJ-008929,,,never_procured,,,,,,,,
PRJ-008930,,,never_procured,,,,,,,,
PRJ-008931,,,never_procured,,,,,,,,
PRJ-008932,,,never_procured,,,,,,,,
PRJ-008933,,,never_procured,,,,,,,,
PRJ-008934,,,never_procured,,,,,,,,
PRJ-008935,,,never_procured,,,,,,,,
PRJ-008936,,,never_procured,,,,,,,,
PRJ-008937,,,never_procured,,,,,,,,
PRJ-008938,,,never_procured,,,,,,,,
PRJ-008939,,,never_procured,,,,,,,,
PRJ-008940,,,never_procured,,,,,,,,
PRJ-008941,,,never_procured,,,,,,,,
PRJ-008942,,,never_procured,,,,,,,,
PRJ-008943,,,never_procured,,,,,,,,
PRJ-008944,,,never_procured,,,,,,,,
PRJ-008945,,,never_procured,,,,,,,,
PRJ-008946,,,never_procured,,,,,,,,
PRJ-008947,,,never_procured,,,,,,,,
PRJ-008948,,,never_procured,,,,,,,,
PRJ-008949,,,never_procured,,,,,,,,
PRJ-008950,,,never_procured,,,,,,,,
PRJ-008951,,,never_procured,,,,,,,,
PRJ-008952,,,never_procured,,,,,,,,
PRJ-008953,,,never_procured,,,,,,,,
PRJ-008954,,,never_procured,,,,,,,,
PRJ-008955,,,never_procured,,,,,,,,
PRJ-008956,,,never_procured,,,,,,,,
PRJ-008957,,,never_procured,,,,,,,,
PRJ-008958,,,never_procured,,,,,,,,
PRJ-008959,,,never_procured,,,,,,,,
PRJ-008960,,,never_procured,,,,,,,,
PRJ-008961,,,never_procured,,,,,,,,
PRJ-008962,,,never_procured,,,,,,,,
PRJ-008963,,,never_procured,,,,,,,,
PRJ-008964,,,never_procured,,,,,,,,
PRJ-008965,,,never_procured,,,,,,,,
PRJ-008966,,,never_procured,,,,,,,,
PRJ-008967,,,never_procured,,,,,,,,
PRJ-008968,,,never_procured,,,,,,,,
PRJ-008969,,,never_procured,,,,,,,,
PRJ-008970,,,never_procured,,,,,,,,
PRJ-008971,,,never_procured,,,,,,,,
PRJ-008972,,,never_procured,,,,,,,,
PRJ-008973,,,never_procured,,,,,,,,
PRJ-008974,,,never_procured,,,,,,,,
PRJ-008975,,,never_procured,,,,,,,,
PRJ-008976,,,never_procured,,,,,,,,
PRJ-008977,,,never_procured,,,,,,,,
PRJ-008978,,,never_procured,,,,,,,,
PRJ-008979,,,never_procured,,,,,,,,
PRJ-008980,,,never_procured,,,,,,,,
PRJ-008981,,,never_procured,,,,,,,,
PRJ-008982,,,never_procured,,,,,,,,
PRJ-008983,,,never_procured,,,,,,,,
PRJ-008984,,,never_procured,,,,,,,,
PRJ-008985,,,never_procured,,,,,,,,
PRJ-008986,,,never_procured,,,,,,,,
PRJ-008987,,,never_procured,,,,,,,,
PRJ-008988,,,never_procured,,,,,,,,
PRJ-008989,,,never_procured,,,,,,,,
PRJ-008990,,,never_procured,,,,,,,,
PRJ-008991,,,never_procured,,,,,,,,
PRJ-008992,,,never_procured,,,,,,,,
PRJ-008993,,,never_procured,,,,,,,,
PRJ-008994,,,never_procured,,,,,,,,
PRJ-008995,,,never_procured,,,,,,,,
PRJ-008996,,,never_procured,,,,,,,,
PRJ-008997,,,never_procured,,,,,,,,
PRJ-008998,,,never_procured,,,,,,,,
PRJ-008999,,,never_procured,,,,,,,,
PRJ-009000,,,never_procured,,,,,,,,
PRJ-009001,,,never_procured,,,,,,,,
PRJ-009002,,,never_procured,,,,,,,,
PRJ-009003,,,never_procured,,,,,,,,
PRJ-009004,,,never_procured,,,,,,,,
PRJ-009005,,,never_procured,,,,,,,,
PRJ-009006,,,never_procured,,,,,,,,
PRJ-009007,,,never_procured,,,,,,,,
PRJ-009008,,,never_procured,,,,,,,,
PRJ-009009,,,never_procured,,,,,,,,
PRJ-009010,,,never_procured,,,,,,,,
PRJ-009011,,,never_procured,,,,,,,,
PRJ-009012,,,never_procured,,,,,,,,
PRJ-009013,,,never_procured,,,,,,,,
PRJ-009014,,,never_procured,,,,,,,,
PRJ-009015,,,never_procured,,,,,,,,
PRJ-009016,,,never_procured,,,,,,,,
PRJ-009017,,,never_procured,,,,,,,,
PRJ-009018,,,never_procured,,,,,,,,
PRJ-009019,,,never_procured,,,,,,,,
PRJ-009020,,,never_procured,,,,,,,,
PRJ-009021,,,never_procured,,,,,,,,
PRJ-009022,,,never_procured,,,,,,,,
PRJ-009023,,,never_procured,,,,,,,,
PRJ-009024,,,never_procured,,,,,,,,
PRJ-009025,,,never_procured,,,,,,,,
PRJ-009026,,,never_procured,,,,,,,,
PRJ-009027,,,never_procured,,,,,,,,
PRJ-009028,,,never_procured,,,,,,,,
PRJ-009029,,,never_procured,,,,,,,,
PRJ-009030,,,never_procured,,,,,,,,
PRJ-009031,,,never_procured,,,,,,,,
PRJ-009032,,,never_procured,,,,,,,,
PRJ-009033,,,never_procured,,,,,,,,
PRJ-009034,,,never_procured,,,,,,,,
PRJ-009035,,,never_procured,,,,,,,,
PRJ-009036,,,never_procured,,,,,,,,
PRJ-009037,,,never_procured,,,,,,,,
PRJ-009038,,,never_procured,,,,,,,,
PRJ-009039,,,never_procured,,,,,,,,
PRJ-009040,,,never_procured,,,,,,,,
PRJ-009041,,,never_procured,,,,,,,,
PRJ-009042,,,never_procured,,,,,,,,
PRJ-009043,,,never_procured,,,,,,,,
PRJ-009044,,,never_procured,,,,,,,,
PRJ-009045,,,never_procured,,,,,,,,
PRJ-009046,,,never_procured,,,,,,,,
PRJ-009047,,,never_procured,,,,,,,,
PRJ-009048,,,never_procured,,,,,,,,
PRJ-009049,,,never_procured,,,,,,,,
PRJ-009050,,,never_procured,,,,,,,,
PRJ-009051,,,never_procured,,,,,,,,
PRJ-009052,,,never_procured,,,,,,,,
PRJ-009053,,,never_procured,,,,,,,,
PRJ-009054,,,never_procured,,,,,,,,
PRJ-009055,,,never_procured,,,,,,,,
PRJ-009056,,,never_procured,,,,,,,,
PRJ-009057,,,never_procured,,,,,,,,
PRJ-009058,,,never_procured,,,,,,,,
PRJ-009059,,,never_procured,,,,,,,,
PRJ-009060,,,never_procured,,,,,,,,
PRJ-009061,,,never_procured,,,,,,,,
PRJ-009062,,,never_procured,,,,,,,,
PRJ-009063,,,never_procured,,,,,,,,
PRJ-009064,,,never_procured,,,,,,,,
PRJ-009065,,,never_procured,,,,,,,,
PRJ-009066,,,never_procured,,,,,,,,
PRJ-009067,,,never_procured,,,,,,,,
PRJ-009068,,,never_procured,,,,,,,,
PRJ-009069,,,never_procured,,,,,,,,
PRJ-009070,,,never_procured,,,,,,,,
PRJ-009071,,,never_procured,,,,,,,,
PRJ-009072,,,never_procured,,,,,,,,
PRJ-009073,,,never_procured,,,,,,,,
PRJ-009074,,,never_procured,,,,,,,,
PRJ-009075,,,never_procured,,,,,,,,
PRJ-009076,,,never_procured,,,,,,,,
PRJ-009077,,,never_procured,,,,,,,,
PRJ-009078,,,never_procured,,,,,,,,
PRJ-009079,,,never_procured,,,,,,,,
PRJ-009080,,,never_procured,,,,,,,,
PRJ-009081,,,never_procured,,,,,,,,
PRJ-009082,,,never_procured,,,,,,,,
PRJ-009083,,,never_procured,,,,,,,,
PRJ-009084,,,never_procured,,,,,,,,
PRJ-009085,,,never_procured,,,,,,,,
PRJ-009086,,,never_procured,,,,,,,,
PRJ-009087,,,never_procured,,,,,,,,
PRJ-009088,,,never_procured,,,,,,,,
PRJ-009089,,,never_procured,,,,,,,,
PRJ-009090,,,never_procured,,,,,,,,
PRJ-009091,,,never_procured,,,,,,,,
PRJ-009092,,,never_procured,,,,,,,,
PRJ-009093,,,never_procured,,,,,,,,
PRJ-009094,,,never_procured,,,,,,,,
PRJ-009095,,,never_procured,,,,,,,,
PRJ-009096,,,never_procured,,,,,,,,
PRJ-009097,,,never_procured,,,,,,,,
PRJ-009098,,,never_procured,,,,,,,,
PRJ-009099,,,never_procured,,,,,,,,
PRJ-009100,,,never_procured,,,,,,,,
PRJ-009101,,,never_procured,,,,,,,,
PRJ-009102,,,never_procured,,,,,,,,
PRJ-009103,,,never_procured,,,,,,,,
PRJ-009104,,,never_procured,,,,,,,,
PRJ-009105,,,never_procured,,,,,,,,
PRJ-009106,,,never_procured,,,,,,,,
PRJ-009107,,,never_procured,,,,,,,,
PRJ-009108,,,never_procured,,,,,,,,
PRJ-009109,,,never_procured,,,,,,,,
PRJ-009110,,,never_procured,,,,,,,,
PRJ-009111,,,never_procured,,,,,,,,
PRJ-009112,,,never_procured,,,,,,,,
PRJ-009113,,,never_procured,,,,,,,,
PRJ-009114,,,never_procured,,,,,,,,
PRJ-009115,,,never_procured,,,,,,,,
PRJ-009116,,,never_procured,,,,,,,,
PRJ-009117,,,never_procured,,,,,,,,
PRJ-009118,,,never_procured,,,,,,,,
PRJ-009119,,,never_procured,,,,,,,,
PRJ-009120,,,never_procured,,,,,,,,
PRJ-009121,,,never_procured,,,,,,,,
PRJ-009122,,,never_procured,,,,,,,,
PRJ-009123,,,never_procured,,,,,,,,
PRJ-009124,,,never_procured,,,,,,,,
PRJ-009125,,,never_procured,,,,,,,,
PRJ-009126,,,never_procured,,,,,,,,
PRJ-009127,,,never_procured,,,,,,,,
PRJ-009128,,,never_procured,,,,,,,,
PRJ-009129,,,never_procured,,,,,,,,
PRJ-009130,,,never_procured,,,,,,,,
PRJ-009131,,,never_procured,,,,,,,,
PRJ-009132,,,never_procured,,,,,,,,
PRJ-009133,,,never_procured,,,,,,,,
PRJ-009134,,,never_procured,,,,,,,,
PRJ-009135,,,never_procured,,,,,,,,
PRJ-009136,,,never_procured,,,,,,,,
PRJ-009137,,,never_procured,,,,,,,,
PRJ-009138,,,never_procured,,,,,,,,
PRJ-009139,,,never_procured,,,,,,,,
PRJ-009140,,,never_procured,,,,,,,,
PRJ-009141,,,never_procured,,,,,,,,
PRJ-009142,,,never_procured,,,,,,,,
PRJ-009143,,,never_procured,,,,,,,,
PRJ-009144,,,never_procured,,,,,,,,
PRJ-009145,,,never_procured,,,,,,,,
PRJ-009146,,,never_procured,,,,,,,,
PRJ-009147,,,never_procured,,,,,,,,
PRJ-009148,,,never_procured,,,,,,,,
PRJ-009149,,,never_procured,,,,,,,,
PRJ-009150,,,never_procured,,,,,,,,
PRJ-009151,,,never_procured,,,,,,,,
PRJ-009152,,,never_procured,,,,,,,,
PRJ-009153,,,never_procured,,,,,,,,
PRJ-009154,,,never_procured,,,,,,,,
PRJ-009155,,,never_procured,,,,,,,,
PRJ-009156,,,never_procured,,,,,,,,
PRJ-009157,,,never_procured,,,,,,,,
PRJ-009158,,,never_procured,,,,,,,,
PRJ-009159,,,never_procured,,,,,,,,
PRJ-009160,,,never_procured,,,,,,,,
PRJ-009161,,,never_procured,,,,,,,,
PRJ-009162,,,never_procured,,,,,,,,
PRJ-009163,,,never_procured,,,,,,,,
PRJ-009164,,,never_procured,,,,,,,,
PRJ-009165,,,never_procured,,,,,,,,
PRJ-009166,,,never_procured,,,,,,,,
PRJ-009167,,,never_procured,,,,,,,,
PRJ-009168,,,never_procured,,,,,,,,
PRJ-009169,,,never_procured,,,,,,,,
PRJ-009170,,,never_procured,,,,,,,,
PRJ-009171,,,never_procured,,,,,,,,
PRJ-009172,,,never_procured,,,,,,,,
PRJ-009173,,,never_procured,,,,,,,,
PRJ-009174,,,never_procured,,,,,,,,
PRJ-009175,,,never_procured,,,,,,,,
PRJ-009176,,,never_procured,,,,,,,,
PRJ-009177,,,never_procured,,,,,,,,
PRJ-009178,,,never_procured,,,,,,,,
PRJ-009179,,,never_procured,,,,,,,,
PRJ-009180,,,never_procured,,,,,,,,
PRJ-009181,,,never_procured,,,,,,,,
PRJ-009182,,,never_procured,,,,,,,,
PRJ-009183,,,never_procured,,,,,,,,
PRJ-009184,,,never_procured,,,,,,,,
PRJ-009185,,,never_procured,,,,,,,,
PRJ-009186,,,never_procured,,,,,,,,
PRJ-009187,,,never_procured,,,,,,,,
PRJ-009188,,,never_procured,,,,,,,,
PRJ-009189,,,never_procured,,,,,,,,
PRJ-009190,,,never_procured,,,,,,,,
PRJ-009191,,,never_procured,,,,,,,,
PRJ-009192,,,never_procured,,,,,,,,
PRJ-009193,,,never_procured,,,,,,,,
PRJ-009194,,,never_procured,,,,,,,,
PRJ-009195,,,never_procured,,,,,,,,
PRJ-009196,,,never_procured,,,,,,,,
PRJ-009197,,,never_procured,,,,,,,,
PRJ-009198,,,never_procured,,,,,,,,
PRJ-009199,,,never_procured,,,,,,,,
PRJ-009200,,,never_procured,,,,,,,,
PRJ-009201,,,never_procured,,,,,,,,
PRJ-009202,,,never_procured,,,,,,,,
PRJ-009203,,,never_procured,,,,,,,,
PRJ-009204,,,never_procured,,,,,,,,
PRJ-009205,,,never_procured,,,,,,,,
PRJ-009206,,,never_procured,,,,,,,,
PRJ-009207,,,never_procured,,,,,,,,
PRJ-009208,,,never_procured,,,,,,,,
PRJ-009209,,,never_procured,,,,,,,,
PRJ-009210,,,never_procured,,,,,,,,
PRJ-009211,,,never_procured,,,,,,,,
PRJ-009212,,,never_procured,,,,,,,,
PRJ-009213,,,never_procured,,,,,,,,
PRJ-009214,,,never_procured,,,,,,,,
PRJ-009215,,,never_procured,,,,,,,,
PRJ-009216,,,never_procured,,,,,,,,
PRJ-009217,,,never_procured,,,,,,,,
PRJ-009218,,,never_procured,,,,,,,,
PRJ-009219,,,never_procured,,,,,,,,
PRJ-009220,,,never_procured,,,,,,,,
PRJ-009221,,,never_procured,,,,,,,,
PRJ-009222,,,never_procured,,,,,,,,
PRJ-009223,,,never_procured,,,,,,,,
PRJ-009224,,,never_procured,,,,,,,,
PRJ-009225,,,never_procured,,,,,,,,
PRJ-009226,,,never_procured,,,,,,,,
PRJ-009227,,,never_procured,,,,,,,,
PRJ-009228,,,never_procured,,,,,,,,
PRJ-009229,,,never_procured,,,,,,,,
PRJ-009230,,,never_procured,,,,,,,,
PRJ-009231,,,never_procured,,,,,,,,
PRJ-009232,,,never_procured,,,,,,,,
PRJ-009233,,,never_procured,,,,,,,,
PRJ-009234,,,never_procured,,,,,,,,
PRJ-009235,,,never_procured,,,,,,,,
PRJ-009236,,,never_procured,,,,,,,,
PRJ-009237,,,never_procured,,,,,,,,
PRJ-009238,,,never_procured,,,,,,,,
PRJ-009239,,,never_procured,,,,,,,,
PRJ-009240,,,never_procured,,,,,,,,
PRJ-009241,,,never_procured,,,,,,,,
PRJ-009242,,,never_procured,,,,,,,,
PRJ-009243,,,never_procured,,,,,,,,
PRJ-009244,,,never_procured,,,,,,,,
PRJ-009245,,,never_procured,,,,,,,,
PRJ-009246,,,never_procured,,,,,,,,
PRJ-009247,,,never_procured,,,,,,,,
PRJ-009248,,,never_procured,,,,,,,,
PRJ-009249,,,never_procured,,,,,,,,
PRJ-009250,,,never_procured,,,,,,,,
PRJ-009251,,,never_procured,,,,,,,,
PRJ-009252,,,never_procured,,,,,,,,
PRJ-009253,,,never_procured,,,,,,,,
PRJ-009254,,,never_procured,,,,,,,,
PRJ-009255,,,never_procured,,,,,,,,
PRJ-009256,,,never_procured,,,,,,,,
PRJ-009257,,,never_procured,,,,,,,,
PRJ-009258,,,never_procured,,,,,,,,
PRJ-009259,,,never_procured,,,,,,,,
PRJ-009260,,,never_procured,,,,,,,,
PRJ-009261,,,never_procured,,,,,,,,
PRJ-009262,,,never_procured,,,,,,,,
PRJ-009263,,,never_procured,,,,,,,,
PRJ-009264,,,never_procured,,,,,,,,
PRJ-009265,,,never_procured,,,,,,,,
PRJ-009266,,,never_procured,,,,,,,,
PRJ-009267,,,never_procured,,,,,,,,
PRJ-009268,,,never_procured,,,,,,,,
PRJ-009269,,,never_procured,,,,,,,,
PRJ-009270,,,never_procured,,,,,,,,
PRJ-009271,,,never_procured,,,,,,,,
PRJ-009272,,,never_procured,,,,,,,,
PRJ-009273,,,never_procured,,,,,,,,
PRJ-009274,,,never_procured,,,,,,,,
PRJ-009275,,,never_procured,,,,,,,,
PRJ-009276,,,never_procured,,,,,,,,
PRJ-009277,,,never_procured,,,,,,,,
PRJ-009278,,,never_procured,,,,,,,,
PRJ-009279,,,never_procured,,,,,,,,
PRJ-009280,,,never_procured,,,,,,,,
PRJ-009281,,,never_procured,,,,,,,,
PRJ-009282,,,never_procured,,,,,,,,
PRJ-009283,,,never_procured,,,,,,,,
PRJ-009284,,,never_procured,,,,,,,,
PRJ-009285,,,never_procured,,,,,,,,
PRJ-009286,,,never_procured,,,,,,,,
PRJ-009287,,,never_procured,,,,,,,,
PRJ-009288,,,never_procured,,,,,,,,
PRJ-009289,,,never_procured,,,,,,,,
PRJ-009290,,,never_procured,,,,,,,,
PRJ-009291,,,never_procured,,,,,,,,
PRJ-009292,,,never_procured,,,,,,,,
PRJ-009293,,,never_procured,,,,,,,,
PRJ-009294,,,never_procured,,,,,,,,
PRJ-009295,,,never_procured,,,,,,,,
PRJ-009296,,,never_procured,,,,,,,,
PRJ-009297,,,never_procured,,,,,,,,
PRJ-009298,,,never_procured,,,,,,,,
PRJ-009299,,,never_procured,,,,,,,,
PRJ-009300,,,never_procured,,,,,,,,
PRJ-009301,,,never_procured,,,,,,,,
PRJ-009302,,,never_procured,,,,,,,,
PRJ-009303,,,never_procured,,,,,,,,
PRJ-009304,,,never_procured,,,,,,,,
PRJ-009305,,,never_procured,,,,,,,,
PRJ-009306,,,never_procured,,,,,,,,
PRJ-009307,,,never_procured,,,,,,,,
PRJ-009308,,,never_procured,,,,,,,,
PRJ-009309,,,never_procured,,,,,,,,
PRJ-009310,,,never_procured,,,,,,,,
PRJ-009311,,,never_procured,,,,,,,,
PRJ-009312,,,never_procured,,,,,,,,
PRJ-009313,,,never_procured,,,,,,,,
PRJ-009314,,,never_procured,,,,,,,,
PRJ-009315,,,never_procured,,,,,,,,
PRJ-009316,,,never_procured,,,,,,,,
PRJ-009317,,,never_procured,,,,,,,,
PRJ-009318,,,never_procured,,,,,,,,
PRJ-009319,,,never_procured,,,,,,,,
PRJ-009320,,,never_procured,,,,,,,,
PRJ-009321,,,never_procured,,,,,,,,
PRJ-009322,,,never_procured,,,,,,,,
PRJ-009323,,,never_procured,,,,,,,,
PRJ-009324,,,never_procured,,,,,,,,
PRJ-009325,,,never_procured,,,,,,,,
PRJ-009326,,,never_procured,,,,,,,,
PRJ-009327,,,never_procured,,,,,,,,
PRJ-009328,,,never_procured,,,,,,,,
PRJ-009329,,,never_procured,,,,,,,,
PRJ-009330,,,never_procured,,,,,,,,
PRJ-009331,,,never_procured,,,,,,,,
PRJ-009332,,,never_procured,,,,,,,,
PRJ-009333,,,never_procured,,,,,,,,
PRJ-009334,,,never_procured,,,,,,,,
PRJ-009335,,,never_procured,,,,,,,,
PRJ-009336,,,never_procured,,,,,,,,
PRJ-009337,,,never_procured,,,,,,,,
PRJ-009338,,,never_procured,,,,,,,,
PRJ-009339,,,never_procured,,,,,,,,
PRJ-009340,,,never_procured,,,,,,,,
PRJ-009341,,,never_procured,,,,,,,,
PRJ-009342,,,never_procured,,,,,,,,
PRJ-009343,,,never_procured,,,,,,,,
PRJ-009344,,,never_procured,,,,,,,,
PRJ-009345,,,never_procured,,,,,,,,
PRJ-009346,,,never_procured,,,,,,,,
PRJ-009347,,,never_procured,,,,,,,,
PRJ-009348,,,never_procured,,,,,,,,
PRJ-009349,,,never_procured,,,,,,,,
PRJ-009350,,,never_procured,,,,,,,,
PRJ-009351,,,never_procured,,,,,,,,
PRJ-009352,,,never_procured,,,,,,,,
PRJ-009353,,,never_procured,,,,,,,,
PRJ-009354,,,never_procured,,,,,,,,
PRJ-009355,,,never_procured,,,,,,,,
PRJ-009356,,,never_procured,,,,,,,,
PRJ-009357,,,never_procured,,,,,,,,
PRJ-009358,,,never_procured,,,,,,,,
PRJ-009359,,,never_procured,,,,,,,,
PRJ-009360,,,never_procured,,,,,,,,
PRJ-009361,,,never_procured,,,,,,,,
PRJ-009362,,,never_procured,,,,,,,,
PRJ-009363,,,never_procured,,,,,,,,
PRJ-009364,,,never_procured,,,,,,,,
PRJ-009365,,,never_procured,,,,,,,,
PRJ-009366,,,never_procured,,,,,,,,
PRJ-009367,,,never_procured,,,,,,,,
PRJ-009368,,,never_procured,,,,,,,,
PRJ-009369,,,never_procured,,,,,,,,
PRJ-009370,,,never_procured,,,,,,,,
PRJ-009371,,,never_procured,,,,,,,,
PRJ-009372,,,never_procured,,,,,,,,
PRJ-009373,,,never_procured,,,,,,,,
PRJ-009374,,,never_procured,,,,,,,,
PRJ-009375,,,never_procured,,,,,,,,
PRJ-009376,,,never_procured,,,,,,,,
PRJ-009377,,,never_procured,,,,,,,,
PRJ-009378,,,never_procured,,,,,,,,
PRJ-009379,,,never_procured,,,,,,,,
PRJ-009380,,,never_procured,,,,,,,,
PRJ-009381,,,never_procured,,,,,,,,
PRJ-009382,,,never_procured,,,,,,,,
PRJ-009383,,,never_procured,,,,,,,,
PRJ-009384,,,never_procured,,,,,,,,
PRJ-009385,,,never_procured,,,,,,,,
PRJ-009386,,,never_procured,,,,,,,,
PRJ-009387,,,never_procured,,,,,,,,
PRJ-009388,,,never_procured,,,,,,,,
PRJ-009389,,,never_procured,,,,,,,,
PRJ-009390,,,never_procured,,,,,,,,
PRJ-009391,,,never_procured,,,,,,,,
PRJ-009392,,,never_procured,,,,,,,,
PRJ-009393,,,never_procured,,,,,,,,
PRJ-009394,,,never_procured,,,,,,,,
PRJ-009395,,,never_procured,,,,,,,,
PRJ-009396,,,never_procured,,,,,,,,
PRJ-009397,,,never_procured,,,,,,,,
PRJ-009398,,,never_procured,,,,,,,,
PRJ-009399,,,never_procured,,,,,,,,
PRJ-009400,,,never_procured,,,,,,,,
PRJ-009401,,,never_procured,,,,,,,,
PRJ-009402,,,never_procured,,,,,,,,
PRJ-009403,,,never_procured,,,,,,,,
PRJ-009404,,,never_procured,,,,,,,,
PRJ-009405,,,never_procured,,,,,,,,
PRJ-009406,,,never_procured,,,,,,,,
PRJ-009407,,,never_procured,,,,,,,,
PRJ-009408,,,never_procured,,,,,,,,
PRJ-009409,,,never_procured,,,,,,,,
PRJ-009410,,,never_procured,,,,,,,,
PRJ-009411,,,never_procured,,,,,,,,
PRJ-009412,,,never_procured,,,,,,,,
PRJ-009413,,,never_procured,,,,,,,,
PRJ-009414,,,never_procured,,,,,,,,
PRJ-009415,,,never_procured,,,,,,,,
PRJ-009416,,,never_procured,,,,,,,,
PRJ-009417,,,never_procured,,,,,,,,
PRJ-009418,,,never_procured,,,,,,,,
PRJ-009419,,,never_procured,,,,,,,,
PRJ-009420,,,never_procured,,,,,,,,
PRJ-009421,,,never_procured,,,,,,,,
PRJ-009422,,,never_procured,,,,,,,,
PRJ-009423,,,never_procured,,,,,,,,
PRJ-009424,,,never_procured,,,,,,,,
PRJ-009425,,,never_procured,,,,,,,,
PRJ-009426,,,never_procured,,,,,,,,
PRJ-009427,,,never_procured,,,,,,,,
PRJ-009428,,,never_procured,,,,,,,,
PRJ-009429,,,never_procured,,,,,,,,
PRJ-009430,,,never_procured,,,,,,,,
PRJ-009431,,,never_procured,,,,,,,,
PRJ-009432,,,never_procured,,,,,,,,
PRJ-009433,,,never_procured,,,,,,,,
PRJ-009434,,,never_procured,,,,,,,,
PRJ-009435,,,never_procured,,,,,,,,
PRJ-009436,,,never_procured,,,,,,,,
PRJ-009437,,,never_procured,,,,,,,,
PRJ-009438,,,never_procured,,,,,,,,
PRJ-009439,,,never_procured,,,,,,,,
PRJ-009440,,,never_procured,,,,,,,,
PRJ-009441,,,never_procured,,,,,,,,
PRJ-009442,,,never_procured,,,,,,,,
PRJ-009443,,,never_procured,,,,,,,,
PRJ-009444,,,never_procured,,,,,,,,
PRJ-009445,,,never_procured,,,,,,,,
PRJ-009446,,,never_procured,,,,,,,,
PRJ-009447,,,never_procured,,,,,,,,
PRJ-009448,,,never_procured,,,,,,,,
PRJ-009449,,,never_procured,,,,,,,,
PRJ-009450,,,never_procured,,,,,,,,
PRJ-009451,,,never_procured,,,,,,,,
PRJ-009452,,,never_procured,,,,,,,,
PRJ-009453,,,never_procured,,,,,,,,
PRJ-009454,,,never_procured,,,,,,,,
PRJ-009455,,,never_procured,,,,,,,,
PRJ-009456,,,never_procured,,,,,,,,
PRJ-009457,,,never_procured,,,,,,,,
PRJ-009458,,,never_procured,,,,,,,,
PRJ-009459,,,never_procured,,,,,,,,
PRJ-009460,,,never_procured,,,,,,,,
PRJ-009461,,,never_procured,,,,,,,,
PRJ-009462,,,never_procured,,,,,,,,
PRJ-009463,,,never_procured,,,,,,,,
PRJ-009464,,,never_procured,,,,,,,,
PRJ-009465,,,never_procured,,,,,,,,
PRJ-009466,,,never_procured,,,,,,,,
PRJ-009467,,,never_procured,,,,,,,,
PRJ-009468,,,never_procured,,,,,,,,
PRJ-009469,,,never_procured,,,,,,,,
PRJ-009470,,,never_procured,,,,,,,,
PRJ-009471,,,never_procured,,,,,,,,
PRJ-009472,,,never_procured,,,,,,,,
PRJ-009473,,,never_procured,,,,,,,,
PRJ-009474,,,never_procured,,,,,,,,
PRJ-009475,,,never_procured,,,,,,,,
PRJ-009476,,,never_procured,,,,,,,,
PRJ-009477,,,never_procured,,,,,,,,
PRJ-009478,,,never_procured,,,,,,,,
PRJ-009479,,,never_procured,,,,,,,,
PRJ-009480,,,never_procured,,,,,,,,
PRJ-009481,,,never_procured,,,,,,,,
PRJ-009482,,,never_procured,,,,,,,,
PRJ-009483,,,never_procured,,,,,,,,
PRJ-009484,,,never_procured,,,,,,,,
PRJ-009485,,,never_procured,,,,,,,,
PRJ-009486,,,never_procured,,,,,,,,
PRJ-009487,,,never_procured,,,,,,,,
PRJ-009488,,,never_procured,,,,,,,,
PRJ-009489,,,never_procured,,,,,,,,
PRJ-009490,,,never_procured,,,,,,,,
PRJ-009491,,,never_procured,,,,,,,,
PRJ-009492,,,never_procured,,,,,,,,
PRJ-009493,,,never_procured,,,,,,,,
PRJ-009494,,,never_procured,,,,,,,,
PRJ-009495,,,never_procured,,,,,,,,
PRJ-009496,,,never_procured,,,,,,,,
PRJ-009497,,,never_procured,,,,,,,,
PRJ-009498,,,never_procured,,,,,,,,
PRJ-009499,,,never_procured,,,,,,,,
PRJ-009500,,,never_procured,,,,,,,,
PRJ-009501,,,never_procured,,,,,,,,
PRJ-009502,,,never_procured,,,,,,,,
PRJ-009503,,,never_procured,,,,,,,,
PRJ-009504,,,never_procured,,,,,,,,
PRJ-009505,,,never_procured,,,,,,,,
PRJ-009506,,,never_procured,,,,,,,,
PRJ-009507,,,never_procured,,,,,,,,
PRJ-009508,,,never_procured,,,,,,,,
PRJ-009509,,,never_procured,,,,,,,,
PRJ-009510,,,never_procured,,,,,,,,
PRJ-009511,,,never_procured,,,,,,,,
PRJ-009512,,,never_procured,,,,,,,,
PRJ-009513,,,never_procured,,,,,,,,
PRJ-009514,,,never_procured,,,,,,,,
PRJ-009515,,,never_procured,,,,,,,,
PRJ-009516,,,never_procured,,,,,,,,
PRJ-009517,,,never_procured,,,,,,,,
PRJ-009518,,,never_procured,,,,,,,,
PRJ-009519,,,never_procured,,,,,,,,
PRJ-009520,,,never_procured,,,,,,,,
PRJ-009521,,,never_procured,,,,,,,,
PRJ-009522,,,never_procured,,,,,,,,
PRJ-009523,,,never_procured,,,,,,,,
PRJ-009524,,,never_procured,,,,,,,,
PRJ-009525,,,never_procured,,,,,,,,
PRJ-009526,,,never_procured,,,,,,,,
PRJ-009527,,,never_procured,,,,,,,,
PRJ-009528,,,never_procured,,,,,,,,
PRJ-009529,,,never_procured,,,,,,,,
PRJ-009530,,,never_procured,,,,,,,,
PRJ-009531,,,never_procured,,,,,,,,
