numri_angazhimit,numri_kerkeses_blerje,numri_kontrates,lloji_ub,blerësi,data_krijimit,statusi,kodi_projekti,kodi_llogarie_ekonomike,kodi_institucioni,nipt_perfituesit,vlera_angazhuar,statusi_aprovuar,periudha_muaji,periudha_viti,kodi_ministrie_linje,kodi_kapitulli,kodi_programi,kodi_entitet_qeverises,kodi_thesar_dege,kodi_tip_buxheti
ANG-0002720,INST-0588-2026-002720,KontratëNr-0002721,Standarte,Blerës 64,2026-08-27,Aprovuar,PRJ-000985,230,INST-0588,M12309034J,97050.0,Po,8,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 2,,SHA,Durrës,Financim i huaj
ANG-0002721,INST-0963-2026-002721,,Standarte,Blerës 82,2026-08-27,Aprovuar,PRJ-000991,230,INST-0963,L41726016Q,124000.0,Po,8,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 4,,Vendore,Vlorë,Financim i huaj
ANG-0002722,INST-0855-2026-002722,KontratëNr-0002723,Standarte,Blerës 170,2026-08-27,Aprovuar,PRJ-000998,231,INST-0855,L81512021D,210000.0,Po,8,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 5,,Vendore,Elbasan,Të ardhura të trashiguara
ANG-0002723,INST-0241-2026-002723,KontratëNr-0002724,Standarte,Blerës 159,2026-08-27,Aprovuar,PRJ-000977,231,INST-0241,M22307015R,106990.0,Po,8,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 2,,SHA,Shkodër,Buxheti i Shtetit
ANG-0002724,INST-0566-2026-002724,KontratëNr-0002725,Standarte,Blerës 17,2026-08-28,Aprovuar,PRJ-000943,231,INST-0566,L92713601Q,758000.0,Po,8,2026,Ministria e Arsimit dhe Sportit,Kapitulli 1,,Vendore,Fier,Të ardhura të trashiguara
ANG-0002725,INST-0126-2026-002725,KontratëNr-0002726,Standarte,Blerës 111,2026-08-28,Aprovuar,PRJ-000955,231,INST-0126,J91809007H,175093.0,Po,8,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 3,,SHA,Korçë,Financim i huaj
ANG-0002726,INST-0585-2026-002726,KontratëNr-0002727,Standarte,Blerës 155,2026-08-28,Aprovuar,PRJ-000956,231,INST-0585,L51419022R,233400.0,Po,8,2026,Ministria e Arsimit dhe Sportit,Kapitulli 6,,SHA,Durrës,Të ardhura të trashiguara
ANG-0002727,INST-0127-2026-002727,KontratëNr-0002728,Standarte,Blerës 69,2026-08-28,Aprovuar,PRJ-000957,230,INST-0127,M22421024U,99800.0,Po,8,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 5,,SHA,Durrës,Buxheti i Shtetit
ANG-0002728,INST-0338-2026-002728,KontratëNr-0002729,Standarte,Blerës 28,2026-08-28,Aprovuar,PRJ-000958,231,INST-0338,L97006001D,256600.0,Po,8,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 7,,SHA,Korçë,Të ardhura të trashiguara
ANG-0002729,INST-0117-2026-002729,KontratëNr-0002730,e_Planifikuar,Blerës 21,2026-08-28,Aprovuar,PRJ-000963,231,INST-0117,K31528061N,110200.0,Po,8,2026,Ministria e Brendshme,Kapitulli 7,,SHA,Tiranë,Financim i huaj
ANG-0002730,INST-0424-2026-002730,KontratëNr-0002731,e_Planifikuar,Blerës 8,2026-08-28,Aprovuar,PRJ-000975,231,INST-0424,L97417204O,80333.0,Po,8,2026,Ministria e Brendshme,Kapitulli 7,,SHA,Vlorë,Të ardhura të trashiguara
ANG-0002731,INST-0424-2026-002731,KontratëNr-0002732,e_Planifikuar,Blerës 51,2026-08-28,Aprovuar,PRJ-000976,231,INST-0424,M11707049K,99500.0,Po,8,2026,Ministria e Brendshme,Kapitulli 4,,Qendrore,Tiranë,Financim i huaj
ANG-0002732,INST-0174-2026-002732,KontratëNr-0002733,Standarte,Blerës 148,2026-08-28,Aprovuar,PRJ-000982,230,INST-0174,K31908022U,100000.0,Po,8,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 1,,Vendore,Shkodër,Financim i huaj
ANG-0002733,INST-0621-2026-002733,KontratëNr-0002734,Standarte,Blerës 86,2026-08-28,Aprovuar,PRJ-000945,231,INST-0621,L52111032A,99500.0,Po,8,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 4,,SHA,Elbasan,Financim i huaj
ANG-0002734,INST-0621-2026-002734,KontratëNr-0002735,Standarte,Blerës 192,2026-08-28,Aprovuar,PRJ-000947,230,INST-0621,K92201080V,934000.0,Po,8,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 2,,Vendore,Tiranë,Financim i huaj
ANG-0002735,INST-0167-2026-002735,KontratëNr-0002736,Standarte,Blerës 134,2026-08-28,Aprovuar,PRJ-000961,230,INST-0167,M63706602M,5246.0,Po,8,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 3,,Qendrore,Elbasan,Të ardhura të trashiguara
ANG-0002736,INST-0151-2026-002736,KontratëNr-0002737,Standarte,Blerës 160,2026-08-28,Aprovuar,PRJ-000970,230,INST-0151,L96611004A,100000.0,Po,8,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 1,,SHA,Korçë,Financim i huaj
ANG-0002737,INST-0134-2026-002737,KontratëNr-0002738,Standarte,Blerës 13,2026-08-28,Aprovuar,PRJ-000971,231,INST-0134,L72203025F,595000.0,Po,8,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 4,,Qendrore,Shkodër,Buxheti i Shtetit
ANG-0002738,INST-0130-2026-002738,,Standarte,Blerës 153,2026-08-28,Aprovuar,PRJ-000972,231,INST-0130,L36807191B,460000.0,Po,8,2026,Ministria e Arsimit dhe Sportit,Kapitulli 2,,SHA,Vlorë,Financim i huaj
ANG-0002739,INST-1012-2026-002739,KontratëNr-0002740,Standarte,Blerës 197,2026-08-28,Aprovuar,PRJ-000944,231,INST-1012,M12623003N,99400.0,Po,8,2026,Ministria e Brendshme,Kapitulli 1,,SHA,Tiranë,Të ardhura të trashiguara
ANG-0002740,INST-0169-2026-002740,KontratëNr-0002741,Standarte,Blerës 44,2026-08-28,Aprovuar,PRJ-000948,230,INST-0169,M32413030C,2500.0,Po,8,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 4,,Vendore,Korçë,Të ardhura të trashiguara
ANG-0002741,INST-0164-2026-002741,KontratëNr-0002742,Standarte,Blerës 196,2026-08-28,Aprovuar,PRJ-000950,230,INST-0164,M22307015R,36200.0,Po,8,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 3,,Qendrore,Fier,Të ardhura të trashiguara
ANG-0002742,INST-0961-2026-002742,,e_Planifikuar,Blerës 77,2026-08-28,Aprovuar,PRJ-000954,231,INST-0961,K67127202M,83333.0,Po,8,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 6,,SHA,Tiranë,Buxheti i Shtetit
ANG-0002743,INST-0513-2026-002743,KontratëNr-0002744,Standarte,Blerës 90,2026-08-28,Aprovuar,PRJ-000959,231,INST-0513,K31908022U,99997.0,Po,8,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 2,,Vendore,Korçë,Të ardhura të trashiguara
ANG-0002744,INST-0131-2026-002744,KontratëNr-0002745,Standarte,Blerës 70,2026-08-29,Aprovuar,PRJ-000960,231,INST-0131,M62911002F,59000.0,Po,8,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 7,,Vendore,Korçë,Buxheti i Shtetit
ANG-0002745,INST-0169-2026-002745,,e_Planifikuar,Blerës 62,2026-08-29,Aprovuar,PRJ-000966,230,INST-0169,L32708801U,83075.0,Po,8,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 7,,Qendrore,Durrës,Financim i huaj
ANG-0002746,INST-0169-2026-002746,KontratëNr-0002747,e_Planifikuar,Blerës 27,2026-08-30,Aprovuar,PRJ-000967,231,INST-0169,K78317002F,99936.0,Po,8,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 5,,Vendore,Tiranë,Buxheti i Shtetit
ANG-0002747,INST-0169-2026-002747,KontratëNr-0002748,Standarte,Blerës 66,2026-08-31,Aprovuar,PRJ-000968,230,INST-0169,M52617004S,83000.0,Po,8,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 5,,Vendore,Durrës,Financim i huaj
ANG-0002748,INST-0150-2026-002748,KontratëNr-0002749,Standarte,Blerës 111,2026-08-31,Aprovuar,PRJ-000940,230,INST-0150,L92204011T,195000.0,Po,8,2026,Ministria e Brendshme,Kapitulli 2,,Vendore,Shkodër,Të ardhura të trashiguara
ANG-0002749,INST-0084-2026-002749,KontratëNr-0002750,e_Planifikuar,Blerës 134,2026-08-31,Aprovuar,PRJ-000951,230,INST-0084,K51612031J,6330.0,Po,8,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 7,,Qendrore,Korçë,Financim i huaj
ANG-0002750,INST-0084-2026-002750,KontratëNr-0002751,e_Planifikuar,Blerës 4,2026-08-31,Aprovuar,PRJ-000952,231,INST-0084,L91418502J,82500.0,Po,8,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 6,,Qendrore,Durrës,Financim i huaj
ANG-0002751,INST-0084-2026-002751,KontratëNr-0002752,Standarte,Blerës 100,2026-08-31,Aprovuar,PRJ-000953,231,INST-0084,L84612401A,20000.0,Po,8,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 2,,Qendrore,Fier,Buxheti i Shtetit
ANG-0002752,INST-0398-2026-002752,KontratëNr-0002753,e_Planifikuar,Blerës 15,2026-08-31,Aprovuar,PRJ-000973,230,INST-0398,M61406059I,96300.0,Po,8,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 4,,Vendore,Elbasan,Të ardhura të trashiguara
ANG-0002753,INST-0964-2026-002753,KontratëNr-0002754,Standarte,Blerës 22,2026-08-31,Aprovuar,PRJ-000941,230,INST-0964,J87603505T,75000.0,Po,8,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 1,,SHA,Elbasan,Buxheti i Shtetit
ANG-0002754,INST-0621-2026-002754,KontratëNr-0002755,Standarte,Blerës 29,2026-08-31,Aprovuar,PRJ-000946,230,INST-0621,K21912001R,6480.0,Po,8,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 6,,Qendrore,Shkodër,Buxheti i Shtetit
ANG-0002755,INST-0655-2026-002755,KontratëNr-0002756,e_Planifikuar,Blerës 186,2026-08-31,Aprovuar,PRJ-000949,231,INST-0655,M22325028A,304000.0,Po,8,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 6,,SHA,Korçë,Buxheti i Shtetit
ANG-0002756,INST-0957-2026-002756,KontratëNr-0002757,e_Planifikuar,Blerës 110,2026-08-31,Aprovuar,PRJ-000895,230,INST-0957,M57516503T,79250.0,Po,8,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 1,,Vendore,Fier,Të ardhura të trashiguara
ANG-0002757,INST-0621-2026-002757,KontratëNr-0002758,Standarte,Blerës 148,2026-08-31,Aprovuar,PRJ-000898,231,INST-0621,K81503063B,251034.75,Po,8,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 6,,Vendore,Elbasan,Të ardhura të trashiguara
ANG-0002758,INST-0621-2026-002758,KontratëNr-0002759,e_Planifikuar,Blerës 1,2026-08-31,Aprovuar,PRJ-000899,230,INST-0621,K37509289U,840000.0,Po,8,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 6,,Vendore,Shkodër,Të ardhura të trashiguara
ANG-0002759,INST-0621-2026-002759,KontratëNr-0002760,Standarte,Blerës 183,2026-08-31,Aprovuar,PRJ-000900,230,INST-0621,M52213505B,198000.0,Po,8,2026,Ministria e Arsimit dhe Sportit,Kapitulli 4,,Qendrore,Korçë,Buxheti i Shtetit
ANG-0002760,INST-0621-2026-002760,KontratëNr-0002761,Standarte,Blerës 7,2026-08-31,Aprovuar,PRJ-000901,230,INST-0621,M02415002E,184600.0,Po,8,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 1,,Qendrore,Vlorë,Buxheti i Shtetit
ANG-0002761,INST-0621-2026-002761,KontratëNr-0002762,e_Planifikuar,Blerës 21,2026-08-31,Aprovuar,PRJ-000902,231,INST-0621,J62426002Q,94000.0,Po,8,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 4,,Qendrore,Elbasan,Buxheti i Shtetit
ANG-0002762,INST-0621-2026-002762,KontratëNr-0002763,Standarte,Blerës 194,2026-08-31,Aprovuar,PRJ-000903,230,INST-0621,J88730334W,184961.0,Po,8,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 2,,Vendore,Tiranë,Financim i huaj
ANG-0002763,INST-0621-2026-002763,KontratëNr-0002764,e_Planifikuar,Blerës 107,2026-08-31,Aprovuar,PRJ-000904,231,INST-0621,M43604204M,358000.0,Po,8,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 7,,Vendore,Vlorë,Buxheti i Shtetit
ANG-0002764,INST-0621-2026-002764,,Standarte,Blerës 178,2026-08-31,Aprovuar,PRJ-000905,230,INST-0621,M42203017M,120000.0,Po,8,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 7,,Qendrore,Elbasan,Buxheti i Shtetit
ANG-0002765,INST-0621-2026-002765,KontratëNr-0002766,Standarte,Blerës 193,2026-08-31,Aprovuar,PRJ-000906,230,INST-0621,K41420001V,97950.0,Po,8,2026,Ministria e Brendshme,Kapitulli 6,,Vendore,Korçë,Të ardhura të trashiguara
ANG-0002766,INST-0621-2026-002766,KontratëNr-0002767,e_Planifikuar,Blerës 158,2026-08-31,Aprovuar,PRJ-000907,230,INST-0621,L41726016Q,97500.0,Po,8,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 7,,SHA,Tiranë,Financim i huaj
ANG-0002767,INST-0621-2026-002767,KontratëNr-0002768,e_Planifikuar,Blerës 29,2026-08-31,Aprovuar,PRJ-000908,230,INST-0621,L38505801L,98433.0,Po,8,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 2,,Qendrore,Elbasan,Financim i huaj
ANG-0002768,INST-0621-2026-002768,KontratëNr-0002769,Standarte,Blerës 6,2026-09-01,Aprovuar,PRJ-000909,231,INST-0621,M12312003S,149500.0,Po,9,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 5,,SHA,Vlorë,Buxheti i Shtetit
ANG-0002769,INST-0621-2026-002769,KontratëNr-0002770,Standarte,Blerës 60,2026-09-01,Aprovuar,PRJ-000910,231,INST-0621,K66801001T,22.0,Po,9,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 5,,Qendrore,Korçë,Financim i huaj
ANG-0002770,INST-0621-2026-002770,KontratëNr-0002771,e_Planifikuar,Blerës 151,2026-09-01,Aprovuar,PRJ-000911,230,INST-0621,L32403002P,47489.0,Po,9,2026,Ministria e Arsimit dhe Sportit,Kapitulli 1,,SHA,Elbasan,Të ardhura të trashiguara
ANG-0002771,INST-0621-2026-002771,KontratëNr-0002772,Standarte,Blerës 140,2026-09-01,Aprovuar,PRJ-000912,231,INST-0621,K91425009A,142940.0,Po,9,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 2,,SHA,Korçë,Të ardhura të trashiguara
ANG-0002772,INST-0621-2026-002772,KontratëNr-0002773,Standarte,Blerës 102,2026-09-01,Aprovuar,PRJ-000913,230,INST-0621,J61814028F,8750.0,Po,9,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 1,,Vendore,Fier,Financim i huaj
ANG-0002773,INST-0621-2026-002773,KontratëNr-0002774,Standarte,Blerës 94,2026-09-01,Aprovuar,PRJ-000914,230,INST-0621,M02403014N,379200.0,Po,9,2026,Ministria e Brendshme,Kapitulli 7,,Qendrore,Shkodër,Financim i huaj
ANG-0002774,INST-0621-2026-002774,,Standarte,Blerës 104,2026-09-01,Aprovuar,PRJ-000915,230,INST-0621,M41406021N,995000.0,Po,9,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 4,,Vendore,Fier,Të ardhura të trashiguara
ANG-0002775,INST-0621-2026-002775,KontratëNr-0002776,e_Planifikuar,Blerës 174,2026-09-01,Aprovuar,PRJ-000916,230,INST-0621,L71421032N,299000.0,Po,9,2026,Ministria e Brendshme,Kapitulli 7,,SHA,Fier,Të ardhura të trashiguara
ANG-0002776,INST-0621-2026-002776,KontratëNr-0002777,Standarte,Blerës 101,2026-09-01,Aprovuar,PRJ-000917,230,INST-0621,M22307015R,989990.0,Po,9,2026,Ministria e Arsimit dhe Sportit,Kapitulli 3,,SHA,Tiranë,Të ardhura të trashiguara
ANG-0002777,INST-0621-2026-002777,KontratëNr-0002778,Standarte,Blerës 75,2026-09-01,Aprovuar,PRJ-000918,231,INST-0621,L81530012C,760000.0,Po,9,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 1,,SHA,Korçë,Të ardhura të trashiguara
ANG-0002778,INST-0621-2026-002778,KontratëNr-0002779,e_Planifikuar,Blerës 60,2026-09-01,Aprovuar,PRJ-000919,231,INST-0621,L81512021D,658000.0,Po,9,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 5,,SHA,Shkodër,Buxheti i Shtetit
ANG-0002779,INST-0621-2026-002779,KontratëNr-0002780,Standarte,Blerës 181,2026-09-01,Aprovuar,PRJ-000920,231,INST-0621,L64425401K,82500.0,Po,9,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 1,,Vendore,Tiranë,Të ardhura të trashiguara
ANG-0002780,INST-0621-2026-002780,KontratëNr-0002781,Standarte,Blerës 125,2026-09-01,Aprovuar,PRJ-000921,230,INST-0621,K31528061N,15700.0,Po,9,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 5,,SHA,Shkodër,Të ardhura të trashiguara
ANG-0002781,INST-0921-2026-002781,,Standarte,Blerës 164,2026-09-01,Aprovuar,PRJ-000923,231,INST-0921,K71707007Q,678000.0,Po,9,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 6,,Qendrore,Shkodër,Financim i huaj
ANG-0002782,INST-0920-2026-002782,KontratëNr-0002783,e_Planifikuar,Blerës 132,2026-09-01,Aprovuar,PRJ-000927,230,INST-0920,K31503045V,31062.0,Po,9,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 5,,Qendrore,Tiranë,Të ardhura të trashiguara
ANG-0002783,INST-0159-2026-002783,KontratëNr-0002784,Standarte,Blerës 83,2026-09-01,Aprovuar,PRJ-000939,230,INST-0159,J91419001U,177900.0,Po,9,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 2,,SHA,Elbasan,Të ardhura të trashiguara
ANG-0002784,INST-0621-2026-002784,KontratëNr-0002785,e_Planifikuar,Blerës 170,2026-09-01,Aprovuar,PRJ-000889,231,INST-0621,J91809007H,183786.0,Po,9,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 1,,Qendrore,Durrës,Financim i huaj
ANG-0002785,INST-0621-2026-002785,,Standarte,Blerës 85,2026-09-01,Aprovuar,PRJ-000890,230,INST-0621,K36306710v,99933.0,Po,9,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 1,,SHA,Vlorë,Të ardhura të trashiguara
ANG-0002786,INST-0621-2026-002786,KontratëNr-0002787,Standarte,Blerës 43,2026-09-01,Aprovuar,PRJ-000891,230,INST-0621,L51611004I,644890.0,Po,9,2026,Ministria e Brendshme,Kapitulli 2,,Vendore,Fier,Të ardhura të trashiguara
ANG-0002787,INST-0621-2026-002787,KontratëNr-0002788,e_Planifikuar,Blerës 103,2026-09-01,Aprovuar,PRJ-000892,231,INST-0621,M26620203T,667000.0,Po,9,2026,Ministria e Brendshme,Kapitulli 6,,SHA,Vlorë,Buxheti i Shtetit
ANG-0002788,INST-0507-2026-002788,KontratëNr-0002789,Standarte,Blerës 56,2026-09-01,Aprovuar,PRJ-000896,230,INST-0507,M52617004S,155786.66,Po,9,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 6,,Vendore,Shkodër,Të ardhura të trashiguara
ANG-0002789,INST-0331-2026-002789,KontratëNr-0002790,Standarte,Blerës 38,2026-09-01,Aprovuar,PRJ-000883,230,INST-0331,L12407012R,618800.0,Po,9,2026,Ministria e Brendshme,Kapitulli 2,,Vendore,Shkodër,Financim i huaj
ANG-0002790,INST-0331-2026-002790,,e_Planifikuar,Blerës 34,2026-09-01,Aprovuar,PRJ-000893,230,INST-0331,K71630026T,97000.0,Po,9,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 2,,SHA,Fier,Buxheti i Shtetit
ANG-0002791,INST-0134-2026-002791,KontratëNr-0002792,Standarte,Blerës 66,2026-09-01,Aprovuar,PRJ-000897,230,INST-0134,L92318009L,123062.0,Po,9,2026,Ministria e Arsimit dhe Sportit,Kapitulli 3,,Qendrore,Shkodër,Të ardhura të trashiguara
ANG-0002792,INST-0330-2026-002792,KontratëNr-0002793,Standarte,Blerës 94,2026-09-01,Aprovuar,PRJ-000922,231,INST-0330,L32403002P,62790.0,Po,9,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 1,,Vendore,Fier,Buxheti i Shtetit
ANG-0002793,INST-0134-2026-002793,KontratëNr-0002794,Standarte,Blerës 183,2026-09-01,Aprovuar,PRJ-000930,231,INST-0134,K43309402W,909500.0,Po,9,2026,Ministria e Brendshme,Kapitulli 1,,Qendrore,Elbasan,Buxheti i Shtetit
ANG-0002794,INST-0176-2026-002794,KontratëNr-0002795,Standarte,Blerës 196,2026-09-01,Aprovuar,PRJ-000932,230,INST-0176,M26704001G,745000.0,Po,9,2026,Ministria e Arsimit dhe Sportit,Kapitulli 1,,SHA,Korçë,Financim i huaj
ANG-0002795,INST-0621-2026-002795,KontratëNr-0002796,Standarte,Blerës 177,2026-09-01,Aprovuar,PRJ-000934,231,INST-0621,M52213505B,198000.0,Po,9,2026,Ministria e Arsimit dhe Sportit,Kapitulli 2,,Qendrore,Shkodër,Financim i huaj
ANG-0002796,INST-0621-2026-002796,KontratëNr-0002797,Standarte,Blerës 109,2026-09-01,Aprovuar,PRJ-000935,231,INST-0621,L21305035S,117630.73,Po,9,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 6,,Qendrore,Elbasan,Buxheti i Shtetit
ANG-0002797,INST-0621-2026-002797,KontratëNr-0002798,Standarte,Blerës 159,2026-09-01,Aprovuar,PRJ-000936,230,INST-0621,L67508702G,515000.0,Po,9,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 7,,SHA,Fier,Financim i huaj
ANG-0002798,INST-0621-2026-002798,KontratëNr-0002799,Standarte,Blerës 142,2026-09-01,Aprovuar,PRJ-000937,231,INST-0621,M31305029A,103649.61,Po,9,2026,Ministria e Arsimit dhe Sportit,Kapitulli 1,,Qendrore,Fier,Të ardhura të trashiguara
ANG-0002799,INST-0172-2026-002799,KontratëNr-0002800,Standarte,Blerës 58,2026-09-02,Aprovuar,PRJ-000925,231,INST-0172,K91712015L,637000.0,Po,9,2026,Ministria e Arsimit dhe Sportit,Kapitulli 3,,Qendrore,Tiranë,Buxheti i Shtetit
ANG-0002800,INST-0172-2026-002800,KontratëNr-0002801,Standarte,Blerës 24,2026-09-02,Aprovuar,PRJ-000938,230,INST-0172,K92201080V,645000.0,Po,9,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 3,,Vendore,Shkodër,Buxheti i Shtetit
ANG-0002801,INST-0621-2026-002801,KontratëNr-0002802,Standarte,Blerës 140,2026-09-02,Aprovuar,PRJ-000924,231,INST-0621,J91809007H,23500.0,Po,9,2026,Ministria e Arsimit dhe Sportit,Kapitulli 4,,Qendrore,Tiranë,Financim i huaj
ANG-0002802,INST-0243-2026-002802,,Standarte,Blerës 22,2026-09-02,Aprovuar,PRJ-000931,230,INST-0243,K92201080V,164250.0,Po,9,2026,Ministria e Arsimit dhe Sportit,Kapitulli 6,,Qendrore,Durrës,Buxheti i Shtetit
ANG-0002803,INST-1005-2026-002803,KontratëNr-0002804,Standarte,Blerës 69,2026-09-02,Aprovuar,PRJ-000894,231,INST-1005,L71731025U,20370.0,Po,9,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 4,,Qendrore,Tiranë,Financim i huaj
ANG-0002804,INST-0543-2026-002804,KontratëNr-0002805,e_Planifikuar,Blerës 176,2026-09-02,Aprovuar,PRJ-000888,231,INST-0543,L76513701A,100000.0,Po,9,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 4,,SHA,Elbasan,Të ardhura të trashiguara
ANG-0002805,INST-1004-2026-002805,,e_Planifikuar,Blerës 179,2026-09-02,Aprovuar,PRJ-000885,230,INST-1004,L71715003C,80000.0,Po,9,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 4,,Qendrore,Tiranë,Buxheti i Shtetit
ANG-0002806,INST-0040-2026-002806,KontratëNr-0002807,e_Planifikuar,Blerës 35,2026-09-02,Aprovuar,PRJ-000886,230,INST-0040,K21912001R,13250.0,Po,9,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 1,,Vendore,Fier,Financim i huaj
ANG-0002807,INST-1004-2026-002807,KontratëNr-0002808,e_Planifikuar,Blerës 91,2026-09-02,Aprovuar,PRJ-000884,230,INST-1004,J61901194M,269000.0,Po,9,2026,Ministria e Brendshme,Kapitulli 5,,SHA,Shkodër,Të ardhura të trashiguara
ANG-0002808,INST-0621-2026-002808,KontratëNr-0002809,e_Planifikuar,Blerës 104,2026-09-02,Aprovuar,PRJ-000857,231,INST-0621,J61904061W,29200.0,Po,9,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 5,,Vendore,Elbasan,Të ardhura të trashiguara
ANG-0002809,INST-0621-2026-002809,KontratëNr-0002810,e_Planifikuar,Blerës 55,2026-09-02,Aprovuar,PRJ-000858,231,INST-0621,L62311016C,72000.0,Po,9,2026,Ministria e Arsimit dhe Sportit,Kapitulli 5,,Qendrore,Fier,Buxheti i Shtetit
ANG-0002810,INST-0621-2026-002810,KontratëNr-0002811,e_Planifikuar,Blerës 145,2026-09-02,Aprovuar,PRJ-000860,231,INST-0621,L89226601K,98940.0,Po,9,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 7,,SHA,Elbasan,Financim i huaj
ANG-0002811,INST-0138-2026-002811,KontratëNr-0002812,e_Planifikuar,Blerës 57,2026-09-02,Aprovuar,PRJ-000861,231,INST-0138,J62426002Q,315700.0,Po,9,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 1,,Qendrore,Shkodër,Të ardhura të trashiguara
ANG-0002812,INST-0142-2026-002812,KontratëNr-0002813,e_Planifikuar,Blerës 116,2026-09-02,Aprovuar,PRJ-000864,231,INST-0142,L01508026P,46200.0,Po,9,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 5,,Vendore,Tiranë,Buxheti i Shtetit
ANG-0002813,INST-0624-2026-002813,KontratëNr-0002814,Standarte,Blerës 10,2026-09-02,Aprovuar,PRJ-000867,231,INST-0624,L68705501C,486200.0,Po,9,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 3,,Vendore,Shkodër,Të ardhura të trashiguara
ANG-0002814,INST-0962-2026-002814,KontratëNr-0002815,Standarte,Blerës 9,2026-09-02,Aprovuar,PRJ-000868,230,INST-0962,M52610204S,248225.0,Po,9,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 3,,Vendore,Tiranë,Buxheti i Shtetit
