numri_fatures,numri_angazhimit,nivf_nslf,data_fatures,data_mberritjes_regjistrimit,vlera_fatures,statusi,data_ndryshimit_statusit,arsyeja_refuzimit,furnitor_nipt,kodi_lloj_fature
FAT-0004470,ANG-0002422,NIVF-8978175189,2026-08-28,2026-09-01,360982.5,pranuar,2026-09-08,,K07729920F,sherbim
FAT-0004471,ANG-0002423,NIVF-7305984695,2026-08-23,2026-08-24,98128.0,pranuar,2026-08-27,,K31524101D,mall
FAT-0004472,ANG-0002424,NIVF-7036229766,2026-08-17,2026-08-18,44557.16,pranuar,2026-08-25,,J61901194M,pune
FAT-0004473,ANG-0002425,NIVF-9385839323,2026-08-20,2026-08-23,143000.0,pranuar,2026-08-24,,L92228018L,pune
FAT-0004474,ANG-0002426,NIVF-1507099505,2026-08-18,2026-08-21,96800.0,pranuar,2026-08-26,,M12309034J,mall
FAT-0004475,ANG-0002427,NIVF-8706932376,2026-08-22,2026-08-24,84150.0,pranuar,2026-09-02,,M21307517P,mall
FAT-0004476,ANG-0002428,NIVF-8252892253,2026-08-27,2026-08-29,481000.0,pranuar,2026-08-31,,K41926801W,mall
FAT-0004477,ANG-0002429,NIVF-4317637431,2026-08-20,2026-08-24,75173.96,pranuar,2026-09-01,,M21415501D,mall
FAT-0004478,ANG-0002429,NIVF-3405541747,2026-09-15,2026-09-16,19826.04,pranuar,2026-09-18,,M21415501D,mall
FAT-0004479,ANG-0002430,NIVF-6916767989,2026-08-22,2026-08-23,414342.06,pranuar,2026-08-28,,K58510112K,mall
FAT-0004480,ANG-0002431,NIVF-4895798312,2026-08-31,2026-09-03,187352.95,pranuar,2026-09-12,,M41508003F,mall
FAT-0004481,ANG-0002432,NIVF-5226910389,2026-08-29,2026-08-29,260000.0,pranuar,2026-08-30,,L64425401K,mall
FAT-0004482,ANG-0002433,NIVF-8065276697,2026-08-30,2026-08-31,82966.78,pranuar,2026-09-08,,L53520801J,mall
FAT-0004483,ANG-0002434,NIVF-2255421175,2026-08-17,2026-08-18,56983.51,pranuar,2026-08-19,,L01717030C,mall
FAT-0004484,ANG-0002434,NIVF-3638987913,2026-09-18,2026-09-18,96190.13,refuzuar,2026-09-18,Fiskalizim i pavlefshëm,L01717030C,mall
FAT-0004485,ANG-0002435,NIVF-1932602787,2026-08-23,2026-08-25,154834.38,pranuar,2026-08-26,,J88730334W,mall
FAT-0004486,ANG-0002436,NIVF-7810177268,2026-08-24,2026-08-24,63055.1,pranuar,2026-08-27,,M52022023I,mall
FAT-0004487,ANG-0002437,NIVF-2865450418,2026-08-27,2026-08-28,63207.31,pranuar,2026-09-03,,L21708012H,mall
FAT-0004488,ANG-0002438,NIVF-7468158327,2026-08-21,2026-08-21,3980.36,pranuar,2026-08-28,,L06801002A,mall
FAT-0004489,ANG-0002439,NIVF-5138450309,2026-08-19,2026-08-23,100000.0,pranuar,2026-08-27,,M21621046I,mall
FAT-0004490,ANG-0002440,NIVF-9399403733,2026-08-23,2026-08-25,868493.08,refuzuar,2026-09-02,Mungesë dokumentacioni mbështetës,L92019017V,mall
FAT-0004491,ANG-0002441,NIVF-4595558392,2026-08-28,2026-08-30,350000.0,pranuar,2026-09-05,,L97124201Q,mall
FAT-0004492,ANG-0002442,NIVF-8362757083,2026-08-31,2026-08-31,1169560.8,pranuar,2026-09-01,,L71715003C,mall
FAT-0004493,ANG-0002443,NIVF-7182759157,2026-08-27,2026-08-31,75000.0,pranuar,2026-09-06,,J72124001N,mall
FAT-0004494,ANG-0002444,NIVF-8514895241,2026-08-22,2026-08-26,334178.77,pranuar,2026-09-03,,K61619003R,mall
FAT-0004495,ANG-0002445,NIVF-7683579108,2026-08-28,2026-08-29,721727.42,pranuar,2026-09-07,,L01508026P,sherbim
FAT-0004496,ANG-0002446,NIVF-6361739793,2026-08-27,2026-08-29,7648.97,pranuar,2026-08-30,,K91628009V,mall
FAT-0004497,ANG-0002447,NIVF-9397801120,2026-08-30,2026-09-03,209000.0,pranuar,2026-09-06,,M12218017P,pune
FAT-0004498,ANG-0002448,NIVF-6294648241,2026-08-22,2026-08-22,86643.34,refuzuar,2026-08-24,Fiskalizim i pavlefshëm,L01717030C,mall
FAT-0004499,ANG-0002449,NIVF-9380579271,2026-08-31,2026-08-31,55570.53,pranuar,2026-09-07,,L82008020I,pune
FAT-0004500,ANG-0002450,NIVF-4756919072,2026-08-21,2026-08-24,54994.94,pranuar,2026-09-01,,L64704601S,pune
FAT-0004501,ANG-0002451,NIVF-8009139130,2026-08-23,2026-08-23,217021.97,pranuar,2026-08-27,,L72203065K,pune
FAT-0004502,ANG-0002452,NIVF-2282571432,2026-08-30,2026-08-30,740000.0,pranuar,2026-09-03,,L91703022T,pune
FAT-0004503,ANG-0002453,NIVF-2217393202,2026-08-25,2026-08-27,497.27,pranuar,2026-09-01,,K44802603B,sherbim
FAT-0004504,ANG-0002454,NIVF-7118644603,2026-08-30,2026-09-01,90774.8,pranuar,2026-09-04,,L74320602D,pune
FAT-0004505,ANG-0002455,NIVF-2388014101,2026-08-31,2026-08-31,12804.27,pranuar,2026-09-01,,M22307015R,sherbim
FAT-0004506,ANG-0002456,NIVF-7345572130,2026-08-20,2026-08-22,24331.67,pranuar,2026-08-24,,L21305035S,mall
FAT-0004507,ANG-0002457,NIVF-9767963237,2026-08-30,2026-08-30,18027.64,pranuar,2026-08-31,,K46524021W,mall
FAT-0004508,ANG-0002458,NIVF-3395086803,2026-09-01,2026-09-04,80264.5,pranuar,2026-09-12,,M22318016L,mall
FAT-0004509,ANG-0002459,NIVF-6730034439,2026-08-26,2026-08-30,173766.83,pranuar,2026-09-06,,L41629009A,sherbim
FAT-0004510,ANG-0002459,NIVF-5379192540,2026-09-15,2026-09-15,165233.17,pranuar,2026-09-18,,L41629009A,sherbim
FAT-0004511,ANG-0002460,NIVF-7392641901,2026-08-30,2026-09-02,18000.0,pranuar,2026-09-09,,K62320012O,sherbim
FAT-0004512,ANG-0002461,NIVF-4757069187,2026-08-31,2026-09-02,38377.52,pranuar,2026-09-04,,J67902827A,pune
FAT-0004513,ANG-0002462,NIVF-8235959408,2026-08-30,2026-09-02,22560.33,pranuar,2026-09-09,,K62320012O,pune
FAT-0004514,ANG-0002463,NIVF-7088763302,2026-08-22,2026-08-22,54430.41,pranuar,2026-08-30,,K31528061N,mall
FAT-0004515,ANG-0002464,NIVF-8814695388,2026-08-23,2026-08-26,186247.8,pranuar,2026-08-30,,L91323013Q,sherbim
FAT-0004516,ANG-0002465,NIVF-6485373552,2026-08-27,2026-08-31,130000.0,pranuar,2026-09-09,,M12409002V,sherbim
FAT-0004517,ANG-0002466,NIVF-8158779323,2026-08-18,2026-08-22,2091.76,pranuar,2026-08-25,,M41427020S,sherbim
FAT-0004518,ANG-0002466,NIVF-9365809420,2026-09-16,2026-09-17,265477.04,pranuar,2026-09-18,,M41427020S,sherbim
FAT-0004519,ANG-0002467,NIVF-8267224367,2026-08-25,2026-08-29,126448.03,pranuar,2026-09-05,,M31913025C,mall
FAT-0004520,ANG-0002468,NIVF-7780526712,2026-08-26,2026-08-30,350000.0,pranuar,2026-09-01,,K11807008V,pune
FAT-0004521,ANG-0002469,NIVF-3277295094,2026-08-19,2026-08-21,82925.0,refuzuar,2026-08-23,Mungesë dokumentacioni mbështetës,L62513212V,sherbim
FAT-0004522,ANG-0002470,NIVF-1625468235,2026-08-31,2026-09-02,0.0,refuzuar,2026-09-05,Mospërputhje me kontratën,,mall
FAT-0004523,ANG-0002471,NIVF-9449364060,2026-08-31,2026-09-04,18079.82,pranuar,2026-09-08,,M64010003I,pune
FAT-0004524,ANG-0002472,NIVF-2572986943,2026-08-25,2026-08-25,18633.8,pranuar,2026-09-03,,J71907014E,pune
FAT-0004525,ANG-0002473,NIVF-8559897142,2026-09-01,2026-09-01,1932.41,pranuar,2026-09-09,,J81603002W,pune
FAT-0004526,ANG-0002474,NIVF-6649354895,2026-08-20,2026-08-20,312000.0,pranuar,2026-08-25,,K91530017T,sherbim
FAT-0004527,ANG-0002475,NIVF-3450289716,2026-08-23,2026-08-23,2909000.0,pranuar,2026-08-31,,K11807008V,sherbim
FAT-0004528,ANG-0002476,NIVF-2705808790,2026-08-28,2026-08-31,13173.12,pranuar,2026-09-06,,M01927023H,mall
FAT-0004529,ANG-0002477,NIVF-2874557196,2026-08-29,2026-08-31,2211.98,pranuar,2026-09-06,,K62320012O,pune
FAT-0004530,ANG-0002478,NIVF-8822253281,2026-08-31,2026-09-01,3000000.0,pranuar,2026-09-09,,M01310013M,mall
FAT-0004531,ANG-0002479,NIVF-1515194971,2026-09-02,2026-09-05,29245.0,refuzuar,2026-09-14,Gabim në shumën e faturuar,K11807008V,pune
FAT-0004532,ANG-0002480,NIVF-5757548158,2026-08-24,2026-08-25,100000.0,refuzuar,2026-08-28,Gabim në shumën e faturuar,M48110601O,mall
FAT-0004533,ANG-0002481,NIVF-6416852521,2026-08-29,2026-08-30,1960027.92,pranuar,2026-09-01,,L94017201S,pune
FAT-0004534,ANG-0002482,NIVF-4797467158,2026-08-20,2026-08-22,24134.79,pranuar,2026-08-27,,K81531041T,mall
FAT-0004535,ANG-0002483,NIVF-6904012464,2026-08-28,2026-09-01,54.17,refuzuar,2026-09-09,Gabim në shumën e faturuar,M32310015K,pune
FAT-0004536,ANG-0002484,NIVF-5796372044,2026-08-27,2026-08-29,54038.47,pranuar,2026-09-01,,L34705001H,mall
FAT-0004537,ANG-0002485,NIVF-1297274683,2026-08-29,2026-08-29,63000.0,pranuar,2026-08-30,,L52031020F,mall
FAT-0004538,ANG-0002486,NIVF-3392423206,2026-08-26,2026-08-26,98497.6,pranuar,2026-09-04,,K53717806Q,mall
FAT-0004539,ANG-0002487,NIVF-2671203105,2026-09-01,2026-09-02,1904.34,pranuar,2026-09-06,,K91715006E,sherbim
FAT-0004540,ANG-0002488,NIVF-4820806307,2026-08-21,2026-08-24,36078.78,pranuar,2026-09-02,,K31412087P,sherbim
FAT-0004541,ANG-0002489,NIVF-8656862197,2026-09-02,2026-09-06,80.83,pranuar,2026-09-09,,M32310015K,sherbim
FAT-0004542,ANG-0002490,NIVF-5588297295,2026-08-25,2026-08-25,267759.87,pranuar,2026-09-02,,L93309201I,mall
FAT-0004543,ANG-0002491,NIVF-4366878423,2026-09-03,2026-09-06,497267.11,pranuar,2026-09-12,,M42008005I,mall
FAT-0004544,ANG-0002492,NIVF-3468136751,2026-09-02,2026-09-05,382293.44,pranuar,2026-09-08,,K82015004O,mall
FAT-0004545,ANG-0002493,NIVF-9179639950,2026-08-26,2026-08-28,356363.63,pranuar,2026-08-29,,J91809007H,mall
FAT-0004546,ANG-0002494,NIVF-7045410829,2026-09-02,2026-09-04,423100.0,refuzuar,2026-09-08,Mospërputhje me kontratën,K32725211G,mall
FAT-0004547,ANG-0002495,NIVF-1827592373,2026-08-25,2026-08-25,116013.62,pranuar,2026-08-26,,L74320602D,pune
FAT-0004548,ANG-0002496,NIVF-3988787212,2026-08-27,2026-08-27,259428.43,refuzuar,2026-08-31,Mospërputhje me kontratën,M41707006H,mall
FAT-0004549,ANG-0002497,NIVF-9661313454,2026-08-29,2026-09-01,6000.0,pranuar,2026-09-08,,J61817047D,pune
FAT-0004550,ANG-0002498,NIVF-9235888279,2026-08-26,2026-08-27,19399.24,pranuar,2026-09-01,,J61901194M,pune
FAT-0004551,ANG-0002499,NIVF-6633240732,2026-09-04,2026-09-08,36093.98,pranuar,2026-09-17,,M12521601U,pune
FAT-0004552,ANG-0002500,NIVF-1578365815,2026-08-25,2026-08-28,542238.46,pranuar,2026-09-03,,J61817063I,pune
FAT-0004553,ANG-0002501,NIVF-1375629297,2026-08-23,2026-08-25,113625.24,pranuar,2026-08-29,,K01529003M,pune
FAT-0004554,ANG-0002502,NIVF-2324117010,2026-08-24,2026-08-24,89620.98,pranuar,2026-09-01,,L71619028E,mall
FAT-0004555,ANG-0002503,NIVF-6521111990,2026-09-04,2026-09-08,440000.0,pranuar,2026-09-09,,K64112206J,sherbim
FAT-0004556,ANG-0002504,NIVF-8450817156,2026-08-30,2026-09-01,830000.0,refuzuar,2026-09-07,Gabim në shumën e faturuar,J66702707S,sherbim
FAT-0004557,ANG-0002505,NIVF-7902120422,2026-08-22,2026-08-22,99500.0,pranuar,2026-08-30,,M11501034T,mall
FAT-0004558,ANG-0002506,NIVF-8301809720,2026-08-30,2026-09-03,66744.43,pranuar,2026-09-12,,K33721008C,mall
FAT-0004559,ANG-0002507,NIVF-3086830628,2026-08-25,2026-08-27,284800.0,pranuar,2026-09-03,,J66902008N,mall
FAT-0004560,ANG-0002508,NIVF-2131395417,2026-08-26,2026-08-27,13387.47,pranuar,2026-09-03,,K92201080V,mall
FAT-0004561,ANG-0002509,NIVF-8536988663,2026-08-23,2026-08-26,71000.0,pranuar,2026-09-04,,M66320208I,mall
FAT-0004562,ANG-0002510,NIVF-9426754012,2026-08-27,2026-08-29,59554.6,pranuar,2026-09-07,,K82020005B,mall
FAT-0004563,ANG-0002511,NIVF-4598715663,2026-08-31,2026-09-04,93332.64,pranuar,2026-09-09,,L62419007A,mall
FAT-0004564,ANG-0002512,NIVF-8059052077,2026-08-30,2026-09-03,123953.0,pranuar,2026-09-07,,L71715003C,mall
FAT-0004565,ANG-0002513,NIVF-1272837079,2026-09-01,2026-09-02,8838.94,pranuar,2026-09-10,,K44125003N,mall
FAT-0004566,ANG-0002514,NIVF-7608836287,2026-09-05,2026-09-05,28740.71,pranuar,2026-09-06,,M26620203T,mall
FAT-0004567,ANG-0002515,NIVF-4037600899,2026-08-27,2026-08-29,99000.0,pranuar,2026-08-31,,M36509202A,mall
FAT-0004568,ANG-0002516,NIVF-5708762360,2026-08-25,2026-08-28,364209.57,refuzuar,2026-09-05,Gabim në shumën e faturuar,L81506043D,sherbim
FAT-0004569,ANG-0002517,NIVF-7389384992,2026-09-01,2026-09-05,135000.0,pranuar,2026-09-08,,K33708276F,mall
FAT-0004570,ANG-0002518,NIVF-8525502341,2026-09-01,2026-09-05,235637.34,pranuar,2026-09-14,,K81503063B,mall
FAT-0004571,ANG-0002519,NIVF-2887128378,2026-09-01,2026-09-02,43173.72,pranuar,2026-09-03,,K92506202E,pune
FAT-0004572,ANG-0002520,NIVF-1426472506,2026-08-30,2026-08-30,180900.0,pranuar,2026-09-03,,K67917806I,sherbim
FAT-0004573,ANG-0002521,NIVF-2493204921,2026-08-31,2026-09-04,43614.08,pranuar,2026-09-10,,M21320039L,sherbim
FAT-0004574,ANG-0002522,NIVF-7788849236,2026-08-26,2026-08-30,88900.0,refuzuar,2026-09-04,Mungesë dokumentacioni mbështetës,M21621046I,sherbim
FAT-0004575,ANG-0002523,NIVF-8760302662,2026-08-27,2026-08-27,41364.9,pranuar,2026-09-02,,M41911010P,sherbim
FAT-0004576,ANG-0002524,NIVF-8389285769,2026-08-24,2026-08-27,11900.19,pranuar,2026-09-01,,L22319013O,mall
FAT-0004577,ANG-0002525,NIVF-7457880212,2026-08-28,2026-08-28,430000.0,pranuar,2026-09-03,,K17621104C,mall
FAT-0004578,ANG-0002526,NIVF-1136883170,2026-08-30,2026-09-01,135994.33,pranuar,2026-09-07,,K67917806I,pune
FAT-0004579,ANG-0002527,NIVF-3243835633,2026-08-22,2026-08-26,351779.57,pranuar,2026-09-02,,L42103023G,pune
FAT-0004580,ANG-0002528,NIVF-4007433035,2026-08-25,2026-08-29,99000.0,pranuar,2026-09-04,,M52311039R,mall
FAT-0004581,ANG-0002529,NIVF-9132892272,2026-08-25,2026-08-28,212.94,pranuar,2026-08-30,,L92112031B,mall
FAT-0004582,ANG-0002530,NIVF-7830311040,2026-09-03,2026-09-04,333333.0,pranuar,2026-09-05,,K66801001T,pune
FAT-0004583,ANG-0002531,NIVF-5127762481,2026-08-31,2026-09-04,13006.03,pranuar,2026-09-07,,L61611043G,mall
FAT-0004584,ANG-0002532,NIVF-8117852333,2026-08-26,2026-08-28,18204.48,pranuar,2026-09-06,,L21319037M,mall
FAT-0004585,ANG-0002533,NIVF-8445225666,2026-08-29,2026-08-29,57509.89,pranuar,2026-09-01,,M61818031C,sherbim
FAT-0004586,ANG-0002534,NIVF-1019261032,2026-09-06,2026-09-08,21470.6,refuzuar,2026-09-13,Mungesë dokumentacioni mbështetës,L68705501C,sherbim
FAT-0004587,ANG-0002535,NIVF-9480485052,2026-08-24,2026-08-28,47177.31,pranuar,2026-08-29,,L22306003L,mall
FAT-0004588,ANG-0002536,NIVF-2318940350,2026-08-26,2026-08-28,13149.49,pranuar,2026-09-04,,L82729403H,mall
FAT-0004589,ANG-0002537,NIVF-6490379421,2026-09-01,2026-09-01,4347.71,pranuar,2026-09-03,,K66503204K,mall
FAT-0004590,ANG-0002538,NIVF-9018681730,2026-08-31,2026-08-31,186150.0,pranuar,2026-09-06,,M21307517P,mall
FAT-0004591,ANG-0002539,NIVF-4582991165,2026-08-29,2026-08-30,418653.96,refuzuar,2026-09-05,Gabim në shumën e faturuar,K32720203N,mall
FAT-0004592,ANG-0002540,NIVF-5051612657,2026-08-29,2026-08-29,543195.91,pranuar,2026-09-02,,M68818501C,mall
FAT-0004593,ANG-0002541,NIVF-7116898246,2026-09-02,2026-09-04,443410.28,pranuar,2026-09-07,,M19305501L,pune
FAT-0004594,ANG-0002542,NIVF-8863887102,2026-09-03,2026-09-04,286149.43,pranuar,2026-09-09,,L42314005A,pune
FAT-0004595,ANG-0002543,NIVF-5274246569,2026-09-06,2026-09-07,95000.0,pranuar,2026-09-14,,J62426002Q,mall
FAT-0004596,ANG-0002544,NIVF-8303451373,2026-09-06,2026-09-09,400000.0,pranuar,2026-09-18,,J91809007H,mall
FAT-0004597,ANG-0002545,NIVF-5579435393,2026-08-25,2026-08-26,795000.0,pranuar,2026-09-04,,M68818501C,pune
FAT-0004598,ANG-0002546,NIVF-5713603203,2026-08-25,2026-08-25,15755.44,pranuar,2026-08-29,,L32403002P,pune
FAT-0004599,ANG-0002547,NIVF-2363586060,2026-09-03,2026-09-03,520000.0,pranuar,2026-09-05,,L21809501H,mall
FAT-0004600,ANG-0002548,NIVF-5387140229,2026-08-25,2026-08-25,1300000.0,pranuar,2026-08-30,,L71416010E,sherbim
FAT-0004601,ANG-0002549,NIVF-9939458939,2026-09-03,2026-09-05,313888.69,pranuar,2026-09-06,,K16604201M,mall
FAT-0004602,ANG-0002550,NIVF-5266961173,2026-08-29,2026-09-02,237000.0,pranuar,2026-09-04,,M52311039R,mall
FAT-0004603,ANG-0002551,NIVF-1156486896,2026-08-28,2026-08-28,700000.0,pranuar,2026-09-01,,M31802011U,mall
FAT-0004604,ANG-0002552,NIVF-4153823399,2026-08-29,2026-08-29,21883.53,pranuar,2026-09-05,,K33915001O,pune
FAT-0004605,ANG-0002553,NIVF-4870022329,2026-09-01,2026-09-03,633000.0,pranuar,2026-09-08,,M51624039U,pune
FAT-0004606,ANG-0002554,NIVF-9761705072,2026-08-29,2026-08-29,225851.57,pranuar,2026-09-02,,J81609010U,pune
FAT-0004607,ANG-0002555,NIVF-9865456924,2026-08-25,2026-08-27,41767.7,pranuar,2026-08-29,,J64103603J,sherbim
FAT-0004608,ANG-0002556,NIVF-3088161036,2026-09-07,2026-09-07,50628.13,pranuar,2026-09-16,,M41819508B,sherbim
FAT-0004609,ANG-0002557,NIVF-3284046049,2026-09-05,2026-09-09,796216.78,pranuar,2026-09-14,,J61813529P,sherbim
FAT-0004610,ANG-0002558,NIVF-1945726801,2026-09-01,2026-09-03,100000.0,pranuar,2026-09-12,,M31503048B,sherbim
FAT-0004611,ANG-0002559,NIVF-7910360658,2026-08-30,2026-08-31,103836.55,pranuar,2026-09-01,,M51615505V,sherbim
FAT-0004612,ANG-0002560,NIVF-4996622759,2026-08-28,2026-09-01,953345.0,pranuar,2026-09-05,,K62202046U,sherbim
FAT-0004613,ANG-0002561,NIVF-6658279750,2026-08-25,2026-08-27,37693.58,pranuar,2026-08-29,,L27231201B,sherbim
FAT-0004614,ANG-0002562,NIVF-9325728636,2026-08-25,2026-08-27,195500.0,pranuar,2026-09-05,,L71715003C,sherbim
FAT-0004615,ANG-0002563,NIVF-3834056201,2026-08-31,2026-09-01,141825.23,pranuar,2026-09-06,,K01514009I,sherbim
FAT-0004616,ANG-0002564,NIVF-2429193156,2026-08-29,2026-09-02,4805058.81,pranuar,2026-09-05,,M42026032D,sherbim
FAT-0004617,ANG-0002565,NIVF-4213134842,2026-09-07,2026-09-07,1369248.29,pranuar,2026-09-11,,J61813529P,mall
FAT-0004618,ANG-0002566,NIVF-7005525324,2026-08-24,2026-08-26,385130.65,pranuar,2026-09-03,,L82008020I,sherbim
FAT-0004619,ANG-0002567,NIVF-7673245575,2026-09-03,2026-09-06,12446.94,pranuar,2026-09-10,,L71325019D,mall
FAT-0004620,ANG-0002568,NIVF-2089739205,2026-08-30,2026-09-02,63333.0,pranuar,2026-09-06,,M42614002J,mall
FAT-0004621,ANG-0002569,NIVF-5961849138,2026-08-25,2026-08-28,914000.0,pranuar,2026-08-29,,L72316030R,pune
FAT-0004622,ANG-0002570,NIVF-7148017206,2026-08-28,2026-08-28,4223.57,pranuar,2026-08-29,,L76402003H,mall
FAT-0004623,ANG-0002571,NIVF-2257060212,2026-08-31,2026-09-04,295896.54,pranuar,2026-09-10,,L52117022A,sherbim
FAT-0004624,ANG-0002572,NIVF-4884722065,2026-09-06,2026-09-08,6384.93,pranuar,2026-09-12,,M33506402O,mall
FAT-0004625,ANG-0002573,NIVF-3060969615,2026-08-30,2026-09-01,693700.0,pranuar,2026-09-03,,K16604201M,pune
FAT-0004626,ANG-0002574,NIVF-9140527315,2026-09-01,2026-09-03,7762.25,pranuar,2026-09-08,,K67917806I,mall
FAT-0004627,ANG-0002575,NIVF-1777816196,2026-09-05,2026-09-07,1494.72,pranuar,2026-09-12,,M21611022E,sherbim
FAT-0004628,ANG-0002576,NIVF-7879643009,2026-09-03,2026-09-06,8369.98,pranuar,2026-09-07,,L01409504R,pune
FAT-0004629,ANG-0002577,NIVF-1892235860,2026-09-06,2026-09-08,3979.52,pranuar,2026-09-17,,L01409504R,pune
FAT-0004630,ANG-0002578,NIVF-3026037582,2026-08-31,2026-09-01,153110.57,pranuar,2026-09-09,,J62426002Q,sherbim
FAT-0004631,ANG-0002579,NIVF-8143511095,2026-09-06,2026-09-07,165044.93,pranuar,2026-09-16,,L16318701M,sherbim
FAT-0004632,ANG-0002580,NIVF-1292660038,2026-08-24,2026-08-28,3892.9,pranuar,2026-09-01,,J61817047D,sherbim
FAT-0004633,ANG-0002581,NIVF-5981254403,2026-09-04,2026-09-05,286782.29,pranuar,2026-09-07,,M52213505B,sherbim
FAT-0004634,ANG-0002582,NIVF-8028267594,2026-09-04,2026-09-08,650342.82,pranuar,2026-09-11,,K81408035S,mall
FAT-0004635,ANG-0002583,NIVF-5108427021,2026-09-04,2026-09-08,182588.73,pranuar,2026-09-13,,K31528061N,pune
FAT-0004636,ANG-0002584,NIVF-7992911986,2026-08-25,2026-08-29,15710.96,pranuar,2026-08-31,,K36308504V,pune
FAT-0004637,ANG-0002585,NIVF-5465331340,2026-08-30,2026-09-03,11437.54,pranuar,2026-09-11,,M57122701K,mall
FAT-0004638,ANG-0002586,NIVF-8791879288,2026-09-03,2026-09-04,262136.86,pranuar,2026-09-12,,M11417503F,sherbim
FAT-0004639,ANG-0002587,NIVF-1215643304,2026-09-03,2026-09-05,92666.0,pranuar,2026-09-09,,M01819501K,mall
FAT-0004640,ANG-0002588,NIVF-8398015909,2026-09-02,2026-09-03,76150.0,pranuar,2026-09-11,,M21307517P,pune
FAT-0004641,ANG-0002589,NIVF-7071360387,2026-09-01,2026-09-05,600000.0,pranuar,2026-09-12,,L97124201Q,sherbim
FAT-0004642,ANG-0002590,NIVF-7178124638,2026-09-06,2026-09-10,185007.17,pranuar,2026-09-13,,M52213505B,mall
FAT-0004643,ANG-0002591,NIVF-9919397127,2026-08-27,2026-08-30,20120.56,pranuar,2026-09-08,,J87603505T,mall
FAT-0004644,ANG-0002591,NIVF-2527242787,2026-09-16,2026-09-18,4879.44,pranuar,2026-09-18,,J87603505T,mall
FAT-0004645,ANG-0002592,NIVF-9558410397,2026-09-06,2026-09-10,10573.63,pranuar,2026-09-13,,K31528061N,mall
FAT-0004646,ANG-0002593,NIVF-4675967588,2026-09-07,2026-09-08,731500.0,pranuar,2026-09-15,,L01325010Q,mall
FAT-0004647,ANG-0002594,NIVF-2325748266,2026-09-02,2026-09-02,258855.91,pranuar,2026-09-04,,L92318009L,sherbim
FAT-0004648,ANG-0002595,NIVF-7843053290,2026-09-05,2026-09-09,14862.74,pranuar,2026-09-12,,K71903025A,pune
FAT-0004649,ANG-0002596,NIVF-3025008363,2026-09-01,2026-09-01,24337.44,pranuar,2026-09-07,,L71715003C,pune
FAT-0004650,ANG-0002597,NIVF-8644101352,2026-08-30,2026-08-31,44072.29,pranuar,2026-09-04,,M13909001H,sherbim
FAT-0004651,ANG-0002598,NIVF-5461550766,2026-09-01,2026-09-02,311941.12,pranuar,2026-09-08,,K43309402W,pune
FAT-0004652,ANG-0002599,NIVF-8234617117,2026-08-30,2026-09-01,17799.28,pranuar,2026-09-05,,L62302021Q,pune
FAT-0004653,ANG-0002600,NIVF-7800189767,2026-09-04,2026-09-06,938700.0,pranuar,2026-09-07,,M51321047K,sherbim
FAT-0004654,ANG-0002601,NIVF-4957987780,2026-09-04,2026-09-05,80746.38,pranuar,2026-09-13,,J64103422D,sherbim
FAT-0004655,ANG-0002602,NIVF-3679321662,2026-09-07,2026-09-08,47189.75,pranuar,2026-09-17,,M52311039R,sherbim
FAT-0004656,ANG-0002603,NIVF-7473880469,2026-08-30,2026-08-30,26227.66,pranuar,2026-09-04,,K71707007Q,mall
FAT-0004657,ANG-0002604,NIVF-1460990117,2026-08-26,2026-08-26,24643.15,pranuar,2026-09-04,,L71325019D,pune
FAT-0004658,ANG-0002605,NIVF-8790208542,2026-08-30,2026-08-31,130124.57,pranuar,2026-09-09,,M19305501L,pune
FAT-0004659,ANG-0002606,NIVF-4045282210,2026-09-06,2026-09-06,108970.23,pranuar,2026-09-09,,L81329024O,pune
FAT-0004660,ANG-0002607,NIVF-2522527998,2026-08-28,2026-08-28,676333.54,pranuar,2026-09-01,,K41926801W,sherbim
FAT-0004661,ANG-0002608,NIVF-6264331907,2026-09-01,2026-09-05,91007.98,pranuar,2026-09-14,,J61817045K,sherbim
FAT-0004662,ANG-0002609,NIVF-1278576359,2026-09-05,2026-09-06,840532.64,pranuar,2026-09-14,,M28717102U,sherbim
FAT-0004663,ANG-0002610,NIVF-3771940276,2026-08-29,2026-09-01,218484.27,pranuar,2026-09-09,,K29824105N,sherbim
FAT-0004664,ANG-0002611,NIVF-9228704935,2026-09-06,2026-09-06,453635.88,pranuar,2026-09-07,,K82015004O,sherbim
FAT-0004665,ANG-0002612,NIVF-2137116403,2026-09-09,2026-09-11,81250.0,pranuar,2026-09-16,,L01508026P,sherbim
FAT-0004666,ANG-0002613,NIVF-6987695983,2026-09-06,2026-09-08,7408569.12,pranuar,2026-09-16,,J61827062E,pune
FAT-0004667,ANG-0002614,NIVF-3274696901,2026-08-26,2026-08-29,120000.0,pranuar,2026-09-05,,J91809007H,pune
FAT-0004668,ANG-0002615,NIVF-4431940211,2026-09-08,2026-09-11,245118.77,pranuar,2026-09-13,,J88730334W,pune
FAT-0004669,ANG-0002616,NIVF-1689575006,2026-09-08,2026-09-11,171426.02,pranuar,2026-09-18,,M53319201J,mall
FAT-0004670,ANG-0002617,NIVF-4538003523,2026-09-03,2026-09-05,295650.0,refuzuar,2026-09-07,Mungesë dokumentacioni mbështetës,K32725211G,pune
