numri_urdherit_shpenzimit,numri_fatures,data_urdherit_shpenzimit,data_ekzekutimit_pageses,vlera_paguar_faktikisht,afati_aplikueshem_dite
URDH-0003674,FAT-0004015,2026-09-16,2026-09-18,55355.11,30
URDH-0003675,FAT-0004016,2026-08-01,2026-08-09,8126.5,30
URDH-0003676,FAT-0004017,2026-08-10,2026-09-09,148.54,30
URDH-0003677,FAT-0004018,2026-09-01,2026-09-14,2345.82,30
URDH-0003678,FAT-0004019,2026-08-10,2026-08-29,113029.06,30
URDH-0003679,FAT-0004020,2026-08-18,2026-08-29,709725.0,30
URDH-0003680,FAT-0004021,2026-08-11,2026-08-29,69500.55,30
URDH-0003681,FAT-0004022,2026-09-05,2026-09-18,58910.76,30
URDH-0003682,FAT-0004023,2026-08-03,2026-08-04,90649.0,30
URDH-0003683,FAT-0004024,2026-08-13,2026-08-13,69151.95,30
URDH-0003684,FAT-0004025,2026-09-18,2026-09-18,104748.05,30
URDH-0003685,FAT-0004027,2026-08-07,2026-08-17,509879.07,30
URDH-0003686,FAT-0004028,2026-09-13,2026-09-18,156453.93,30
URDH-0003687,FAT-0004029,2026-08-18,2026-09-05,1678126.17,30
URDH-0003688,FAT-0004030,2026-09-18,2026-09-18,949824.3,30
URDH-0003689,FAT-0004031,2026-08-25,2026-08-25,17433.93,30
URDH-0003690,FAT-0004032,2026-08-15,2026-08-16,1432921.33,30
URDH-0003691,FAT-0004033,2026-09-18,2026-09-18,444828.03,30
URDH-0003692,FAT-0004034,2026-08-10,2026-08-10,21828.38,30
URDH-0003693,FAT-0004035,2026-08-22,2026-08-23,3718.33,30
URDH-0003694,FAT-0004036,2026-09-18,2026-09-18,3281.67,30
URDH-0003695,FAT-0004037,2026-08-11,2026-08-21,747.19,30
URDH-0003696,FAT-0004038,2026-09-05,2026-09-18,49052.81,30
URDH-0003697,FAT-0004039,2026-08-04,2026-08-14,81788.29,30
URDH-0003698,FAT-0004040,2026-09-18,2026-09-18,5581.71,30
URDH-0003699,FAT-0004041,2026-08-05,2026-08-11,2468.0,30
URDH-0003700,FAT-0004042,2026-08-18,2026-09-02,29278.0,30
URDH-0003701,FAT-0004043,2026-08-12,2026-08-13,40832.34,30
URDH-0003702,FAT-0004044,2026-09-18,2026-09-18,442151.92,30
URDH-0003703,FAT-0004045,2026-08-18,2026-08-26,11645.05,30
URDH-0003704,FAT-0004046,2026-08-11,2026-08-11,172250.0,30
URDH-0003705,FAT-0004047,2026-08-02,2026-08-16,112405.31,30
URDH-0003706,FAT-0004048,2026-09-18,2026-09-18,830491.21,30
URDH-0003707,FAT-0004049,2026-08-16,2026-09-02,1219900.0,30
URDH-0003708,FAT-0004050,2026-08-01,2026-08-11,186478.0,30
URDH-0003709,FAT-0004051,2026-08-09,2026-08-13,46354.61,30
URDH-0003710,FAT-0004052,2026-09-13,2026-09-18,86049.01,30
URDH-0003711,FAT-0004054,2026-08-15,2026-08-15,1598.27,30
URDH-0003712,FAT-0004055,2026-09-17,2026-09-18,73401.73,30
URDH-0003713,FAT-0004056,2026-08-15,2026-08-21,3436116.9,30
URDH-0003714,FAT-0004057,2026-08-05,2026-08-05,45005.73,30
URDH-0003715,FAT-0004059,2026-08-07,2026-08-08,7212.1,30
URDH-0003716,FAT-0004060,2026-08-05,2026-08-28,98000.0,30
URDH-0003717,FAT-0004061,2026-08-21,2026-09-11,48725.45,30
URDH-0003718,FAT-0004062,2026-09-05,2026-09-10,44555.05,30
URDH-0003719,FAT-0004063,2026-08-17,2026-08-20,100000.0,30
URDH-0003720,FAT-0004065,2026-09-18,2026-09-18,81751.73,30
URDH-0003721,FAT-0004066,2026-08-07,2026-08-22,589712.0,30
URDH-0003722,FAT-0004067,2026-08-08,2026-08-19,103005.71,30
URDH-0003723,FAT-0004068,2026-09-12,2026-09-18,31945.71,30
URDH-0003724,FAT-0004069,2026-08-04,2026-09-18,195700.5,30
URDH-0003725,FAT-0004070,2026-09-18,2026-09-18,114194.5,30
URDH-0003726,FAT-0004071,2026-08-17,2026-09-18,19908.76,30
URDH-0003727,FAT-0004072,2026-09-17,2026-09-18,12204.22,30
URDH-0003728,FAT-0004073,2026-08-15,2026-08-20,431117.85,30
URDH-0003729,FAT-0004074,2026-09-18,2026-09-18,619197.15,30
URDH-0003730,FAT-0004075,2026-08-13,2026-08-22,32883325.0,30
URDH-0003731,FAT-0004076,2026-08-12,2026-08-20,135376.18,30
URDH-0003732,FAT-0004077,2026-09-17,2026-09-18,423542.84,30
URDH-0003733,FAT-0004078,2026-08-14,2026-08-28,557202.94,30
URDH-0003734,FAT-0004079,2026-08-13,2026-08-13,24905.08,30
URDH-0003735,FAT-0004080,2026-09-18,2026-09-18,12761.59,30
URDH-0003736,FAT-0004081,2026-08-17,2026-08-17,29481.68,30
URDH-0003737,FAT-0004083,2026-08-06,2026-08-12,272145.64,30
URDH-0003738,FAT-0004084,2026-09-18,2026-09-18,145201.27,30
URDH-0003739,FAT-0004085,2026-08-23,2026-08-23,3266.75,30
URDH-0003740,FAT-0004086,2026-09-18,2026-09-18,1884.14,30
URDH-0003741,FAT-0004087,2026-08-24,2026-09-01,68065.01,30
URDH-0003742,FAT-0004088,2026-08-25,2026-08-25,186250.0,30
URDH-0003743,FAT-0004089,2026-08-05,2026-08-05,68111.82,30
URDH-0003744,FAT-0004090,2026-09-10,2026-09-18,28288.18,30
URDH-0003745,FAT-0004091,2026-08-11,2026-09-18,1788534.56,30
URDH-0003746,FAT-0004093,2026-08-14,2026-08-18,13190.86,30
URDH-0003747,FAT-0004094,2026-09-18,2026-09-18,51313.85,30
URDH-0003748,FAT-0004095,2026-08-10,2026-08-17,4166667.0,30
URDH-0003749,FAT-0004096,2026-08-21,2026-08-28,0.0,30
URDH-0003750,FAT-0004097,2026-09-16,2026-09-18,0.0,30
URDH-0003751,FAT-0004098,2026-08-23,2026-09-01,82340.11,30
URDH-0003752,FAT-0004100,2026-08-17,2026-08-19,75561.03,30
URDH-0003753,FAT-0004101,2026-09-18,2026-09-18,1238.97,30
URDH-0003754,FAT-0004102,2026-08-11,2026-08-11,622756.3,30
URDH-0003755,FAT-0004103,2026-08-22,2026-09-18,34608.01,30
URDH-0003756,FAT-0004104,2026-08-23,2026-08-23,1154809.06,30
URDH-0003757,FAT-0004105,2026-09-14,2026-09-14,345190.94,30
URDH-0003758,FAT-0004106,2026-08-21,2026-09-04,96000.0,30
URDH-0003759,FAT-0004107,2026-08-13,2026-09-08,246068.09,30
URDH-0003760,FAT-0004108,2026-08-13,2026-08-18,108400.0,30
URDH-0003761,FAT-0004109,2026-08-13,2026-08-13,151187.6,30
URDH-0003762,FAT-0004110,2026-09-18,2026-09-18,317812.4,30
URDH-0003763,FAT-0004111,2026-08-14,2026-08-29,83333.0,30
URDH-0003764,FAT-0004112,2026-08-22,2026-09-18,3385.12,30
URDH-0003765,FAT-0004113,2026-09-17,2026-09-18,13593.64,30
URDH-0003766,FAT-0004114,2026-08-13,2026-08-15,40004.11,30
URDH-0003767,FAT-0004116,2026-08-11,2026-08-28,49450.0,30
URDH-0003768,FAT-0004118,2026-08-12,2026-09-18,167511.66,30
URDH-0003769,FAT-0004119,2026-09-07,2026-09-08,150060.2,30
URDH-0003770,FAT-0004120,2026-08-14,2026-08-15,1105652.6,30
URDH-0003771,FAT-0004121,2026-09-18,2026-09-18,495962.4,30
URDH-0003772,FAT-0004122,2026-08-21,2026-09-06,222275.1,30
URDH-0003773,FAT-0004123,2026-09-13,2026-09-18,326724.9,30
URDH-0003774,FAT-0004124,2026-08-09,2026-08-09,381150.0,30
URDH-0003775,FAT-0004125,2026-08-22,2026-09-04,4020.49,30
URDH-0003776,FAT-0004126,2026-08-10,2026-08-10,158178.0,30
URDH-0003777,FAT-0004127,2026-08-13,2026-09-18,4328.83,30
URDH-0003778,FAT-0004128,2026-09-02,2026-09-02,23684.85,30
URDH-0003779,FAT-0004129,2026-09-18,2026-09-18,57986.32,30
URDH-0003780,FAT-0004130,2026-08-19,2026-09-09,389990.0,30
URDH-0003781,FAT-0004131,2026-08-22,2026-08-22,159173.44,30
URDH-0003782,FAT-0004132,2026-09-12,2026-09-18,424626.56,30
URDH-0003783,FAT-0004133,2026-08-14,2026-08-16,17397.96,30
URDH-0003784,FAT-0004135,2026-08-10,2026-08-12,29916.48,30
URDH-0003785,FAT-0004136,2026-09-18,2026-09-18,81308.3,30
URDH-0003786,FAT-0004138,2026-08-22,2026-08-22,48162.44,30
URDH-0003787,FAT-0004139,2026-09-18,2026-09-18,91837.56,30
URDH-0003788,FAT-0004140,2026-08-27,2026-08-31,0.0,30
URDH-0003789,FAT-0004141,2026-08-24,2026-08-26,263284.06,30
URDH-0003790,FAT-0004142,2026-09-18,2026-09-18,93381.64,30
URDH-0003791,FAT-0004143,2026-08-28,2026-08-28,162113.42,30
URDH-0003792,FAT-0004144,2026-08-24,2026-09-05,24436.28,30
URDH-0003793,FAT-0004145,2026-08-27,2026-08-27,633377.5,30
URDH-0003794,FAT-0004146,2026-08-18,2026-08-18,399000.0,30
URDH-0003795,FAT-0004147,2026-08-16,2026-08-19,132500.0,30
URDH-0003796,FAT-0004148,2026-08-16,2026-08-16,273.49,30
URDH-0003797,FAT-0004149,2026-09-13,2026-09-15,21326.51,30
URDH-0003798,FAT-0004150,2026-08-21,2026-08-21,57120.82,30
URDH-0003799,FAT-0004151,2026-09-16,2026-09-16,109545.18,30
URDH-0003800,FAT-0004152,2026-08-16,2026-09-01,342709.42,30
URDH-0003801,FAT-0004153,2026-08-19,2026-09-12,142167.0,30
URDH-0003802,FAT-0004154,2026-08-14,2026-08-15,77326.69,30
URDH-0003803,FAT-0004155,2026-09-18,2026-09-18,21173.02,30
URDH-0003804,FAT-0004156,2026-08-14,2026-08-14,27160.0,30
URDH-0003805,FAT-0004157,2026-08-12,2026-08-29,1732140.0,30
URDH-0003806,FAT-0004158,2026-08-13,2026-08-27,194825.43,30
URDH-0003807,FAT-0004159,2026-09-14,2026-09-18,404866.94,30
URDH-0003808,FAT-0004160,2026-08-18,2026-09-02,618326.52,30
URDH-0003809,FAT-0004162,2026-08-16,2026-08-24,840000.0,30
URDH-0003810,FAT-0004163,2026-08-17,2026-09-18,8740.88,30
URDH-0003811,FAT-0004164,2026-08-27,2026-09-05,114364.96,30
URDH-0003812,FAT-0004165,2026-08-28,2026-09-08,984929.68,30
URDH-0003813,FAT-0004166,2026-08-17,2026-08-17,19555.08,30
URDH-0003814,FAT-0004167,2026-08-21,2026-08-30,8734080.79,30
URDH-0003815,FAT-0004168,2026-09-14,2026-09-18,316919.21,30
URDH-0003816,FAT-0004169,2026-08-11,2026-09-08,49930.0,30
URDH-0003817,FAT-0004170,2026-08-16,2026-08-16,38627.47,30
URDH-0003818,FAT-0004171,2026-09-07,2026-09-07,114418.69,30
URDH-0003819,FAT-0004172,2026-08-16,2026-08-20,51088.9,30
URDH-0003820,FAT-0004173,2026-08-16,2026-09-03,46352.22,30
URDH-0003821,FAT-0004174,2026-09-15,2026-09-17,277293.96,30
URDH-0003822,FAT-0004175,2026-08-23,2026-09-18,350000.0,30
URDH-0003823,FAT-0004176,2026-08-26,2026-08-31,984000.0,30
URDH-0003824,FAT-0004177,2026-08-15,2026-08-23,114290.87,30
URDH-0003825,FAT-0004178,2026-08-26,2026-08-26,108079.46,30
URDH-0003826,FAT-0004179,2026-08-15,2026-09-07,136749.58,30
URDH-0003827,FAT-0004180,2026-08-20,2026-09-04,827754.0,30
URDH-0003828,FAT-0004181,2026-08-29,2026-09-18,211720.63,30
URDH-0003829,FAT-0004182,2026-09-17,2026-09-17,22976.74,30
URDH-0003830,FAT-0004183,2026-08-18,2026-09-02,38000.0,30
URDH-0003831,FAT-0004184,2026-08-24,2026-08-24,2482000.0,30
URDH-0003832,FAT-0004185,2026-08-30,2026-08-30,26831.72,30
URDH-0003833,FAT-0004186,2026-08-19,2026-08-19,148975.0,30
URDH-0003834,FAT-0004187,2026-08-21,2026-08-31,1110.2,30
URDH-0003835,FAT-0004189,2026-09-08,2026-09-18,353.13,30
URDH-0003836,FAT-0004190,2026-09-18,2026-09-18,391911.5,30
URDH-0003837,FAT-0004191,2026-08-12,2026-09-05,19533.7,30
URDH-0003838,FAT-0004192,2026-09-15,2026-09-18,88466.3,30
URDH-0003839,FAT-0004193,2026-08-21,2026-09-04,7560.42,30
URDH-0003840,FAT-0004194,2026-09-18,2026-09-18,31439.58,30
URDH-0003841,FAT-0004196,2026-09-09,2026-09-16,59757.79,30
URDH-0003842,FAT-0004197,2026-08-28,2026-08-28,99800.0,30
URDH-0003843,FAT-0004198,2026-08-16,2026-08-16,130000.0,30
URDH-0003844,FAT-0004199,2026-08-15,2026-08-18,62391.72,30
URDH-0003845,FAT-0004200,2026-09-04,2026-09-04,504608.28,30
URDH-0003846,FAT-0004201,2026-08-22,2026-09-18,22435.36,30
URDH-0003847,FAT-0004203,2026-08-24,2026-08-29,82250.0,30
URDH-0003848,FAT-0004204,2026-08-17,2026-09-09,4259.38,30
URDH-0003849,FAT-0004205,2026-09-18,2026-09-18,12399.0,30
URDH-0003850,FAT-0004206,2026-08-19,2026-08-19,31205.21,30
URDH-0003851,FAT-0004207,2026-09-18,2026-09-18,55189.31,30
URDH-0003852,FAT-0004208,2026-08-14,2026-09-06,679500.0,30
URDH-0003853,FAT-0004209,2026-08-24,2026-08-24,222303.89,30
URDH-0003854,FAT-0004210,2026-09-18,2026-09-18,127796.11,30
URDH-0003855,FAT-0004211,2026-08-19,2026-08-25,3675.12,30
URDH-0003856,FAT-0004212,2026-08-16,2026-08-16,598000.0,30
URDH-0003857,FAT-0004213,2026-08-21,2026-09-07,556826.37,30
URDH-0003858,FAT-0004214,2026-09-18,2026-09-18,333173.63,30
URDH-0003859,FAT-0004215,2026-08-13,2026-09-01,23515.9,30
URDH-0003860,FAT-0004216,2026-08-17,2026-08-20,369576.96,30
URDH-0003861,FAT-0004217,2026-09-18,2026-09-18,116508.91,30
URDH-0003862,FAT-0004218,2026-08-18,2026-08-19,512710.94,30
URDH-0003863,FAT-0004219,2026-09-05,2026-09-17,417889.06,30
URDH-0003864,FAT-0004220,2026-08-19,2026-09-01,66045.97,30
URDH-0003865,FAT-0004222,2026-08-25,2026-08-25,38366.73,30
URDH-0003866,FAT-0004223,2026-08-27,2026-09-18,102475.92,30
URDH-0003867,FAT-0004224,2026-09-17,2026-09-18,46243.93,30
URDH-0003868,FAT-0004225,2026-08-20,2026-08-20,40193.93,30
URDH-0003869,FAT-0004226,2026-09-18,2026-09-18,59806.07,30
URDH-0003870,FAT-0004227,2026-08-30,2026-08-30,30588.59,30
URDH-0003871,FAT-0004228,2026-08-17,2026-08-28,144.15,30
URDH-0003872,FAT-0004229,2026-08-18,2026-08-18,1318193.71,30
URDH-0003873,FAT-0004230,2026-09-16,2026-09-18,348306.29,30
URDH-0003874,FAT-0004231,2026-08-20,2026-08-20,3950000.0,30
URDH-0003875,FAT-0004232,2026-08-20,2026-09-06,156783.46,30
URDH-0003876,FAT-0004233,2026-09-18,2026-09-18,53216.54,30
URDH-0003877,FAT-0004234,2026-08-22,2026-09-10,1248625.4,30
URDH-0003878,FAT-0004235,2026-09-18,2026-09-18,760374.6,30
URDH-0003879,FAT-0004236,2026-08-25,2026-08-25,109967.25,30
URDH-0003880,FAT-0004237,2026-09-18,2026-09-18,9282.75,30
URDH-0003881,FAT-0004238,2026-08-16,2026-09-01,270263.72,30
URDH-0003882,FAT-0004240,2026-08-24,2026-08-25,130974.0,30
URDH-0003883,FAT-0004241,2026-09-18,2026-09-18,34026.0,30
URDH-0003884,FAT-0004242,2026-09-03,2026-09-10,9360.41,30
URDH-0003885,FAT-0004243,2026-09-18,2026-09-18,14889.59,30
URDH-0003886,FAT-0004244,2026-08-24,2026-08-26,85908.94,30
URDH-0003887,FAT-0004245,2026-09-18,2026-09-18,18104.85,30
URDH-0003888,FAT-0004246,2026-08-12,2026-08-15,41667.0,30
URDH-0003889,FAT-0004248,2026-09-15,2026-09-18,51376.32,30
URDH-0003890,FAT-0004249,2026-08-22,2026-08-31,13235.49,30
URDH-0003891,FAT-0004250,2026-08-22,2026-08-22,687230.0,30
URDH-0003892,FAT-0004251,2026-08-28,2026-08-28,314782.51,30
URDH-0003893,FAT-0004252,2026-09-18,2026-09-18,612327.97,30
URDH-0003894,FAT-0004253,2026-08-22,2026-08-22,670000.0,30
URDH-0003895,FAT-0004254,2026-08-28,2026-08-28,152539.75,30
URDH-0003896,FAT-0004255,2026-08-17,2026-08-30,85000.0,30
URDH-0003897,FAT-0004256,2026-08-31,2026-09-18,70721.03,30
URDH-0003898,FAT-0004257,2026-08-21,2026-08-21,500000.0,30
URDH-0003899,FAT-0004258,2026-09-03,2026-09-03,40000.0,30
URDH-0003900,FAT-0004259,2026-08-19,2026-08-31,560809.95,30
URDH-0003901,FAT-0004260,2026-09-18,2026-09-18,385409.9,30
URDH-0003902,FAT-0004261,2026-08-24,2026-09-04,45000.0,30
URDH-0003903,FAT-0004262,2026-08-10,2026-08-25,8330.0,30
URDH-0003904,FAT-0004263,2026-09-01,2026-09-15,670000.0,30
URDH-0003905,FAT-0004264,2026-08-25,2026-09-01,397332.63,30
URDH-0003906,FAT-0004265,2026-09-18,2026-09-18,352667.37,30
URDH-0003907,FAT-0004266,2026-08-25,2026-08-25,17027.13,30
URDH-0003908,FAT-0004267,2026-08-16,2026-08-16,668245.85,30
URDH-0003909,FAT-0004268,2026-08-24,2026-08-24,360160.21,30
URDH-0003910,FAT-0004269,2026-09-15,2026-09-15,71635.31,30
URDH-0003911,FAT-0004270,2026-09-05,2026-09-05,22314.59,30
URDH-0003912,FAT-0004271,2026-09-18,2026-09-18,205685.41,30
URDH-0003913,FAT-0004272,2026-08-17,2026-09-02,139000.0,30
URDH-0003914,FAT-0004273,2026-08-22,2026-08-22,97476.0,30
URDH-0003915,FAT-0004274,2026-08-31,2026-09-11,844350.0,30
URDH-0003916,FAT-0004275,2026-08-18,2026-08-18,97900.0,30
URDH-0003917,FAT-0004276,2026-08-27,2026-08-29,54300.59,30
URDH-0003918,FAT-0004277,2026-09-18,2026-09-18,22699.41,30
URDH-0003919,FAT-0004278,2026-08-22,2026-09-07,21292.84,30
URDH-0003920,FAT-0004279,2026-09-17,2026-09-18,221407.16,30
URDH-0003921,FAT-0004280,2026-08-21,2026-09-03,96115.65,30
URDH-0003922,FAT-0004281,2026-09-18,2026-09-18,175246.92,30
URDH-0003923,FAT-0004282,2026-08-27,2026-09-18,3700.61,30
URDH-0003924,FAT-0004283,2026-08-18,2026-08-28,16319.33,30
URDH-0003925,FAT-0004284,2026-08-23,2026-09-03,400000.0,30
URDH-0003926,FAT-0004285,2026-08-24,2026-08-28,321750.0,30
URDH-0003927,FAT-0004286,2026-08-13,2026-09-18,93000.0,30
URDH-0003928,FAT-0004287,2026-08-28,2026-09-16,416913.63,30
URDH-0003929,FAT-0004288,2026-08-18,2026-09-18,423500.0,30
URDH-0003930,FAT-0004289,2026-08-28,2026-09-18,759304.43,30
URDH-0003931,FAT-0004290,2026-08-20,2026-09-18,80372.47,30
URDH-0003932,FAT-0004291,2026-09-18,2026-09-18,11756.3,30
URDH-0003933,FAT-0004294,2026-08-22,2026-08-30,15129.46,30
URDH-0003934,FAT-0004295,2026-09-18,2026-09-18,6045.89,30
URDH-0003935,FAT-0004296,2026-08-27,2026-08-27,99900.0,30
URDH-0003936,FAT-0004297,2026-09-01,2026-09-01,806948.63,30
URDH-0003937,FAT-0004298,2026-08-27,2026-09-11,94158.57,30
URDH-0003938,FAT-0004299,2026-08-21,2026-08-27,67606.84,30
URDH-0003939,FAT-0004300,2026-08-25,2026-08-27,50624.91,30
URDH-0003940,FAT-0004301,2026-09-18,2026-09-18,37208.09,30
URDH-0003941,FAT-0004302,2026-08-29,2026-09-10,1040.0,30
URDH-0003942,FAT-0004303,2026-09-01,2026-09-02,889700.0,30
URDH-0003943,FAT-0004304,2026-08-26,2026-08-30,118146.72,30
URDH-0003944,FAT-0004305,2026-09-18,2026-09-18,54853.28,30
URDH-0003945,FAT-0004306,2026-08-28,2026-08-30,99500.0,30
URDH-0003946,FAT-0004307,2026-08-28,2026-08-28,249137.43,30
URDH-0003947,FAT-0004308,2026-08-28,2026-09-18,150800.0,30
URDH-0003948,FAT-0004309,2026-08-21,2026-08-24,64470.61,30
URDH-0003949,FAT-0004310,2026-09-17,2026-09-18,202279.39,30
URDH-0003950,FAT-0004311,2026-08-12,2026-08-16,322714.0,30
URDH-0003951,FAT-0004312,2026-08-31,2026-09-13,198217.0,30
URDH-0003952,FAT-0004313,2026-08-30,2026-08-30,15316.51,30
URDH-0003953,FAT-0004315,2026-09-18,2026-09-18,13776.77,30
URDH-0003954,FAT-0004316,2026-08-27,2026-08-31,45323.15,30
URDH-0003955,FAT-0004317,2026-08-26,2026-08-31,6275469.77,30
URDH-0003956,FAT-0004318,2026-08-25,2026-08-30,5537.13,30
URDH-0003957,FAT-0004319,2026-08-19,2026-08-22,21102.8,30
URDH-0003958,FAT-0004320,2026-09-18,2026-09-18,16230.2,30
URDH-0003959,FAT-0004321,2026-08-25,2026-08-28,251005.93,30
URDH-0003960,FAT-0004323,2026-08-31,2026-09-03,149982.63,30
URDH-0003961,FAT-0004324,2026-09-18,2026-09-18,138833.05,30
URDH-0003962,FAT-0004325,2026-09-03,2026-09-04,189000.0,30
URDH-0003963,FAT-0004326,2026-08-25,2026-08-25,9799.41,30
URDH-0003964,FAT-0004327,2026-09-18,2026-09-18,40124.22,30
URDH-0003965,FAT-0004328,2026-08-29,2026-08-29,150000.0,30
URDH-0003966,FAT-0004329,2026-08-15,2026-08-15,717000.0,30
URDH-0003967,FAT-0004330,2026-08-31,2026-08-31,713.8,30
URDH-0003968,FAT-0004331,2026-09-18,2026-09-18,14000.65,30
URDH-0003969,FAT-0004333,2026-08-17,2026-08-21,3278.93,30
URDH-0003970,FAT-0004334,2026-09-18,2026-09-18,48692.59,30
URDH-0003971,FAT-0004335,2026-08-27,2026-08-29,8923.51,30
URDH-0003972,FAT-0004338,2026-08-22,2026-08-31,12086.07,30
URDH-0003973,FAT-0004339,2026-09-02,2026-09-02,143031.39,30
URDH-0003974,FAT-0004340,2026-08-15,2026-09-08,89163.07,30
URDH-0003975,FAT-0004341,2026-08-23,2026-08-23,4165.1,30
URDH-0003976,FAT-0004342,2026-09-18,2026-09-18,7834.9,30
URDH-0003977,FAT-0004343,2026-08-25,2026-09-04,5486300.0,30
URDH-0003978,FAT-0004344,2026-08-18,2026-09-08,3390000.0,30
URDH-0003979,FAT-0004345,2026-08-23,2026-09-02,30488.39,30
URDH-0003980,FAT-0004347,2026-09-01,2026-09-18,63112.26,30
URDH-0003981,FAT-0004348,2026-09-18,2026-09-18,329838.45,30
URDH-0003982,FAT-0004349,2026-08-24,2026-08-24,174977.88,30
URDH-0003983,FAT-0004350,2026-09-07,2026-09-18,172000.0,30
URDH-0003984,FAT-0004351,2026-08-25,2026-09-11,11417.28,30
URDH-0003985,FAT-0004352,2026-09-18,2026-09-18,10270.84,30
URDH-0003986,FAT-0004353,2026-09-02,2026-09-18,8093835.22,30
URDH-0003987,FAT-0004354,2026-09-06,2026-09-08,243900.0,30
URDH-0003988,FAT-0004355,2026-08-17,2026-09-01,18213.23,30
URDH-0003989,FAT-0004356,2026-09-18,2026-09-18,8286.77,30
URDH-0003990,FAT-0004357,2026-08-27,2026-08-27,83561.66,30
URDH-0003991,FAT-0004358,2026-08-26,2026-09-09,94000.0,30
URDH-0003992,FAT-0004359,2026-08-22,2026-08-22,103883.65,30
URDH-0003993,FAT-0004360,2026-08-31,2026-09-18,263139.99,30
URDH-0003994,FAT-0004361,2026-08-18,2026-09-10,104428.41,30
URDH-0003995,FAT-0004362,2026-09-07,2026-09-09,600000.0,30
URDH-0003996,FAT-0004363,2026-09-06,2026-09-16,27915.91,30
URDH-0003997,FAT-0004364,2026-08-25,2026-09-03,34755.92,30
URDH-0003998,FAT-0004365,2026-08-27,2026-08-27,60000.0,30
URDH-0003999,FAT-0004366,2026-08-23,2026-08-23,96000.0,30
URDH-0004000,FAT-0004367,2026-08-24,2026-09-06,46588.75,30
URDH-0004001,FAT-0004368,2026-08-27,2026-09-04,8157.99,30
URDH-0004002,FAT-0004369,2026-08-28,2026-09-05,344919.11,30
URDH-0004003,FAT-0004370,2026-09-01,2026-09-01,373840.8,30
URDH-0004004,FAT-0004371,2026-08-24,2026-09-14,9252.52,30
URDH-0004005,FAT-0004372,2026-09-12,2026-09-18,36580.81,30
URDH-0004006,FAT-0004373,2026-09-01,2026-09-01,195165.78,30
URDH-0004007,FAT-0004374,2026-08-27,2026-08-31,214555.0,30
URDH-0004008,FAT-0004375,2026-08-31,2026-09-15,15378.28,30
URDH-0004009,FAT-0004376,2026-08-26,2026-08-31,465922.82,30
URDH-0004010,FAT-0004377,2026-09-06,2026-09-10,107737.75,30
URDH-0004011,FAT-0004378,2026-09-04,2026-09-18,162972.96,30
URDH-0004012,FAT-0004379,2026-08-17,2026-09-06,99600.0,30
URDH-0004013,FAT-0004380,2026-09-03,2026-09-03,18812.91,30
URDH-0004014,FAT-0004381,2026-09-18,2026-09-18,134319.33,30
URDH-0004015,FAT-0004382,2026-09-04,2026-09-04,43768.15,30
URDH-0004016,FAT-0004383,2026-08-30,2026-09-14,10950.0,30
URDH-0004017,FAT-0004385,2026-08-19,2026-08-27,99925.0,30
URDH-0004018,FAT-0004386,2026-09-01,2026-09-18,99500.0,30
URDH-0004019,FAT-0004387,2026-09-04,2026-09-04,390316.0,30
URDH-0004020,FAT-0004388,2026-08-27,2026-09-15,108000.0,30
URDH-0004021,FAT-0004389,2026-08-28,2026-09-01,15984.26,30
URDH-0004022,FAT-0004390,2026-09-03,2026-09-03,27174.5,30
URDH-0004023,FAT-0004391,2026-08-31,2026-09-18,24484.98,30
URDH-0004024,FAT-0004392,2026-09-04,2026-09-18,488964.56,30
URDH-0004025,FAT-0004393,2026-09-02,2026-09-02,57535.86,30
URDH-0004026,FAT-0004394,2026-09-07,2026-09-09,11570.65,30
URDH-0004027,FAT-0004396,2026-09-01,2026-09-18,126950.0,30
URDH-0004028,FAT-0004397,2026-08-27,2026-09-09,96510.36,30
URDH-0004029,FAT-0004398,2026-09-14,2026-09-18,1088.86,30
URDH-0004030,FAT-0004399,2026-08-27,2026-09-15,53606.83,30
URDH-0004031,FAT-0004400,2026-09-18,2026-09-18,777093.17,30
URDH-0004032,FAT-0004401,2026-09-10,2026-09-16,972485.47,30
URDH-0004033,FAT-0004402,2026-08-29,2026-08-31,1409.35,30
URDH-0004034,FAT-0004403,2026-09-18,2026-09-18,685.92,30
URDH-0004035,FAT-0004404,2026-08-24,2026-09-03,2700.0,30
URDH-0004036,FAT-0004405,2026-09-01,2026-09-10,142619.59,30
URDH-0004037,FAT-0004406,2026-08-31,2026-09-12,358333.15,30
URDH-0004038,FAT-0004407,2026-08-23,2026-08-23,24000.0,30
URDH-0004039,FAT-0004408,2026-09-04,2026-09-04,614774.0,30
URDH-0004040,FAT-0004409,2026-08-23,2026-09-07,113000.0,30
URDH-0004041,FAT-0004411,2026-08-21,2026-09-09,71946.46,30
URDH-0004042,FAT-0004412,2026-08-24,2026-09-05,245000.0,30
URDH-0004043,FAT-0004413,2026-08-28,2026-08-28,6934.14,30
URDH-0004044,FAT-0004414,2026-08-25,2026-08-31,837500.0,30
URDH-0004045,FAT-0004416,2026-09-01,2026-09-05,71056.89,30
URDH-0004046,FAT-0004417,2026-09-15,2026-09-18,106182.16,30
URDH-0004047,FAT-0004418,2026-09-02,2026-09-02,63434.61,30
URDH-0004048,FAT-0004419,2026-08-28,2026-08-30,321209.8,30
URDH-0004049,FAT-0004420,2026-09-18,2026-09-18,66290.2,30
